"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","즉석판매제조가공업","07_22_19_P","3240000","3240000-107-2026-00103","2026-03-02","","01","영업/정상","01","영업","","","","","","","134-803","서울특별시 강동구 고덕동 353-23 강동 아이파크 더리버","서울특별시 강동구 고덕비즈밸리로 51, 강동 아이파크 더리버 지하1층 (고덕동)","05203","남도장터 한시적영업","2026-03-02 14:04:25","I","2026-03-04 00:20:37","즉석판매제조가공업","213847.923700142","451564.469961363","즉석판매제조가공업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"2","즉석판매제조가공업","07_22_19_P","6510000","6510000-107-2026-00050","2026-02-09","","03","폐업","02","폐업","2026-02-28","","","","","0.00","695-918","제주특별자치도 제주시 애월읍 하귀1리 190-1","제주특별자치도 제주시 애월읍 일주서로 7136, 1층","63054","(주)와이에이비커머스","2026-03-01 04:15:08","U","2026-03-04 02:40:00","즉석판매제조가공업","145226.140306199","-1119.19293226822","즉석판매제조가공업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","0","","","",
"3","즉석판매제조가공업","07_22_19_P","3340000","3340000-107-2026-00026","2026-02-09","","03","폐업","02","폐업","2026-03-01","","","","","","604-834","부산광역시 사하구 신평동 452-1","부산광역시 사하구 하신중앙로 210 (신평동)","49423","현재상사","2026-03-02 04:15:09","U","2026-03-04 02:40:00","즉석판매제조가공업","378825.263743941","179326.096542535","즉석판매제조가공업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"4","즉석판매제조가공업","07_22_19_P","6520000","6520000-107-2026-00016","2026-02-09","","03","폐업","02","폐업","2026-02-28","","","","","0.00","699-914","제주특별자치도 서귀포시 표선면 표선리 684","제주특별자치도 서귀포시 표선면 표선동서로 233","63629","제이에스에프앤디","2026-03-01 04:15:10","U","2026-03-04 02:40:00","즉석판매제조가공업","184268.750999338","-19020.478804451","즉석판매제조가공업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","","",
"5","즉석판매제조가공업","07_22_19_P","3510500","3510500-107-2026-00034","2026-02-09","","03","폐업","02","폐업","2026-03-01","","","","","","","인천광역시 미추홀구 관교동 15 인천종합터미널,롯데백화점","인천광역시 미추홀구 연남로 35, 롯데백화점 지하 1층 일부호 (관교동)","22242","초림단지묵","2026-03-02 04:15:08","U","2026-03-04 02:40:00","즉석판매제조가공업","173499.267314606","437739.32138498","즉석판매제조가공업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"6","즉석판매제조가공업","07_22_19_P","3210000","3210000-107-2017-00040","2017-01-26","","03","폐업","02","폐업","2026-02-23","","","","","51.51","137-893","서울특별시 서초구 양재동 230 하나로클럽 양재점 (1층, 2곳)","서울특별시 서초구 청계산로 10, 2곳, 1층 (양재동, 하나로클럽 양재점 )","06797","황푸드","2026-03-01 17:22:37","U","2026-03-04 02:40:00","즉석판매제조가공업","203811.14583381","440070.874222824","즉석판매제조가공업","0","0","","","","0","0","0","0","0","자가","0","0","N","51.51","","","",
"7","즉석판매제조가공업","07_22_19_P","3210000","3210000-107-2011-00096","2011-12-20","","03","폐업","02","폐업","2026-03-03","","","","","10.00","137-908","서울특별시 서초구 잠원동 70-2 킴스클럽 지하1층","서울특별시 서초구 잠원로 51, 지하1층 (잠원동, 킴스클럽)","06511","(주)컨츄리식품","2026-03-01 16:19:15","U","2026-03-04 02:40:00","즉석판매제조가공업","200576.608647619","445241.8984183","즉석판매제조가공업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","","",
"8","즉석판매제조가공업","07_22_19_P","3210000","3210000-107-2005-00124","2005-10-07","","03","폐업","02","폐업","2026-02-23","","","","","5.00","137-907","서울특별시 서초구 잠원동 58-24 롯데슈퍼 내","","","우주통상","2026-03-01 17:17:17","U","2026-03-04 02:40:00","즉석판매제조가공업","201104.26895551","445266.678558749","즉석판매제조가공업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","","",
"9","즉석판매제조가공업","07_22_19_P","3210000","3210000-107-2004-00130","2004-09-17","","03","폐업","02","폐업","2026-02-23","","","","","","137-908","서울특별시 서초구 잠원동 70-2 킴스클럽 지하1층","서울특별시 서초구 잠원로 51 (잠원동,킴스클럽 지하1층)","06511","구지영농조합법인","2026-03-01 17:18:36","U","2026-03-04 02:40:00","즉석판매제조가공업","200576.608647619","445241.8984183","즉석판매제조가공업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"10","즉석판매제조가공업","07_22_19_P","3350000","3350000-107-2026-00024","2026-02-09","","03","폐업","02","폐업","2026-03-01","","","","","","609-809","부산광역시 금정구 금사동 85-7 탑마트","부산광역시 금정구 공단서로 22, 탑마트 1층 (금사동)","46331","현재상사","2026-03-02 04:15:09","U","2026-03-04 02:40:00","즉석판매제조가공업","392147.885346321","192919.364133221","즉석판매제조가공업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
