건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,한실수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,양실수
9,자가,1,주식회사 더맥파이(THE MAGPIE),관광호텔,,,,,198630.79627088,452035.412646906,2026-04-03 03:03:03,U,01,영업,,0,2026-04-02 09:54:15,1974-04-01,892.86,110-122,서울특별시 종로구 종로2가 9,N,,3000000-201-1974-00004,3000000,서울특별시 종로구 종로 69 (종로2가),03164,01,영업/정상,관광호텔,02-732-8297,6,0,8,0,30
5,,0,아늑 호텔 앤 스파 서울 종로 안국 1,일반호텔,,,,,199035.998545928,452694.013118976,2026-04-03 03:03:03,U,01,영업,,0,2026-04-02 16:03:34,1996-11-08,"1,773.78",110-350,서울특별시 종로구 운니동 24-1,N,,3000000-201-1996-00016,3000000,서울특별시 종로구 돈화문로11가길 89 (운니동),03131,01,영업/정상,일반호텔,02-744-4197,5,0,6,0,43
0,,0,오요5롯지A(oYo5LodgeA),숙박업 기타,,,,,198602.1192505,450758.364666589,2026-04-03 03:03:03,U,01,영업,0,0,2026-04-02 17:14:38,2017-04-26,178.54,100-042,서울특별시 중구 남산동2가 33-3 1~2층,N,0,3010000-201-2017-00010,3010000,"서울특별시 중구 퇴계로18길 41 (남산동2가, 1~2층)",04631,01,영업/정상,숙박업 기타,,1,0,2,0,11
15,,3,에스엘호텔,숙박업(생활),,,,,199023.967503662,451105.474557896,2026-04-03 03:03:03,U,01,영업,0,0,2026-04-02 13:57:05,2025-12-09,"6,564.03",100-861,서울특별시 중구 충무로2가 50-6,N,0,3010000-214-2025-00026,3010000,서울특별시 중구 삼일대로4길 9 (충무로2가),04553,01,영업/정상,숙박업(생활),,15,3,0,0,131
0,,0,호텔미드시티 명동(HOTEL MIDCITY Myeongdong),관광호텔,,,,,198260.880732247,451708.909162308,2026-04-03 03:03:03,U,01,영업,0,0,2026-04-02 14:50:28,2020-08-28,"5,957.92",100-180,서울특별시 중구 다동 130,N,0,3010000-201-2020-00003,3010000,서울특별시 중구 다동길 30 (다동),04522,01,영업/정상,관광호텔,,1,1,9,1,140
0,임대,0,목시 서울 명동,관광호텔,,,,,198403.083197305,451049.012425837,2026-04-03 03:03:03,U,01,영업,0,0,2026-04-02 13:57:48,2022-11-25,"11,212.43",100-011,서울특별시 중구 충무로1가 21-17,N,0,3010000-201-2022-00005,3010000,서울특별시 중구 명동8나길 38 (충무로1가),04535,01,영업/정상,관광호텔,,5,5,8,0,205
0,,0,에스엘호텔,일반호텔,,,,,199023.967503662,451105.474557896,2026-04-03 03:03:03,U,01,영업,0,0,2026-04-02 13:54:43,2025-12-09,"3,510.71",100-861,서울특별시 중구 충무로2가 50-6,N,0,3010000-201-2025-00008,3010000,서울특별시 중구 삼일대로4길 9 (충무로2가),04553,01,영업/정상,일반호텔,,0,3,0,15,82
0,,0,고유 인 앤 홈즈(goyoo inn & homes),일반호텔,,,,,204501.539267122,444918.7711934,2026-04-03 03:03:03,U,01,영업,0,0,2026-04-02 16:09:31,2025-05-23,"1,668.07",135-876,서울특별시 강남구 삼성동 142-17,N,0,3220000-201-2025-00005,3220000,"서울특별시 강남구 선릉로92길 37-6, 1층-10층 (삼성동)",06160,01,영업/정상,일반호텔,,1,0,10,0,51
0,,0,고유인 앤 캐빈즈(GOYOO INN & CABINS),숙박업(생활),,,,,204634.519392881,444971.246947721,2026-04-03 03:03:03,U,01,영업,0,0,2026-04-02 15:43:01,2025-06-26,558.78,135-877,서울특별시 강남구 삼성동 143-14,N,0,3220000-214-2025-00004,3220000,"서울특별시 강남구 테헤란로77길 11-16, 4층,5층,6층 (삼성동)",06159,01,영업/정상,숙박업(생활),02-563-0777,4,0,6,0,5
15,임대,2,(주)호텔더베네치아,숙박업(생활),,,,,264602.570816305,486034.827228068,2026-04-03 03:03:03,U,01,영업,0,30,2026-04-02 16:26:56,2021-12-06,"7,300.89",,강원특별자치도 춘천시 효자동 651,N,0,4181000-214-2021-00005,4181000,강원특별자치도 춘천시 효자로 136 (효자동),24334,01,영업/정상,숙박업(생활),,0,0,0,0,154
