"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","식품판매업(기타)","07_22_13_P","3670000","3670000-114-2026-00001","2026-01-23","","01","영업/정상","01","영업","","","","","","","305-313","대전광역시 유성구 상대동 573 대전도안센트럴아이파크1단지오피스텔 지하1층 B101,B102,B103호","대전광역시 유성구 상대복용로29번길 9-9, 대전도안센트럴아이파크1단지오피스텔 지하1층 B101,B102,B103호 (상대동)","34201","파머스161 도안점","2026-01-23 18:17:56","I","2026-01-25 00:20:02","기타식품판매업","","","기타식품판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"2","식품판매업(기타)","07_22_13_P","3110000","3110000-114-2026-00001","2026-01-23","","01","영업/정상","01","영업","","","","","02 300 7265","462.35","122-919","서울특별시 은평구 응암동 397-95","서울특별시 은평구 응암로 244 (응암동)","03467","서서울농협 하나로마트응암점","2026-01-23 18:11:09","I","2026-01-25 00:20:02","기타식품판매업","192728.544700118","454579.048056895","기타식품판매업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","","",
"3","식품판매업(기타)","07_22_13_P","4420000","4420000-114-2026-00001","2026-01-23","","01","영업/정상","01","영업","","","","","","300.00","376-801","충청북도 보은군 보은읍 삼산리 140-2 한청타워 101호","충청북도 보은군 보은읍 삼산로 18, 한청타워 101호","28948","싱싱상회","2026-01-23 17:06:43","I","2026-01-25 00:20:02","기타식품판매업","264435.443197288","331757.194432545","기타식품판매업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"4","식품판매업(기타)","07_22_13_P","3200000","3200000-114-2026-00002","2026-01-23","","01","영업/정상","01","영업","","","","","02883 5598","825.00","151-853","서울특별시 관악구 신림동 86-1 S-빌딩","서울특별시 관악구 신림로58길 13, S-빌딩 1층 (신림동)","08777","신림홈마트","2026-01-23 16:17:23","I","2026-01-25 00:20:02","기타식품판매업","193796.9476638","442271.603023256","기타식품판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"5","식품판매업(기타)","07_22_13_P","4800000","4800000-114-2003-00002","2003-08-05","","01","영업/정상","01","영업","","","","","061 2806000","4410.00","530-828","전라남도 목포시 석현동 247 외1필지","전라남도 목포시 선곡로 33 (석현동,외1필지)","58669","(주)농협하나로유통농협목포유통센터","2026-01-23 11:05:06","U","2026-01-25 02:40:00","기타식품판매업","147751.551679084","146892.172977467","기타식품판매업","0","0","","","상수도전용","0","0","24","232","0","자가","0","0","N","0","","","",
"6","식품판매업(기타)","07_22_13_P","4840000","4840000-114-1990-00001","1990-04-25","","01","영업/정상","01","영업","","","","","061 7935526","396.06","545-876","전라남도 광양시 금호동 716","전라남도 광양시 폭포사랑길 99 (금호동)","57804","웰빙마트","2026-01-23 09:55:08","U","2026-01-25 02:40:00","기타식품판매업","266789.909341529","160414.248689205","기타식품판매업","","","","","상수도전용","","0","0","0","0","","","","N","0","","","",
"7","식품판매업(기타)","07_22_13_P","3820000","3820000-114-2024-00001","2024-04-02","","01","영업/정상","01","영업","","","","","","972.97","480-838","경기도 의정부시 용현동 268-3 사랑과평화의교회","경기도 의정부시 용민로19번길 30, 사랑과평화의교회 지하1층 B102~B105호 (용현동)","11785","주식회사 제일식자재마트","2026-01-23 14:05:45","U","2026-01-25 02:40:00","기타식품판매업","207035.778525632","470306.518196956","기타식품판매업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"8","식품판매업(기타)","07_22_13_P","3610000","3610000-114-2017-00002","2017-06-08","","01","영업/정상","01","영업","","","","","062 6736688","527.68","503-843","광주광역시 남구 진월동 540 2동,1층","광주광역시 남구 화산로 32, 2동 1층 (진월동)","61716","광주남구로컬푸드직매장","2026-01-23 10:08:55","U","2026-01-25 02:40:00","기타식품판매업","190739.203713557","179141.158441777","기타식품판매업","","","","","","","","","","","자가","","","N","0","","","",
"9","식품판매업(기타)","07_22_13_P","5220000","5220000-114-2020-00001","2020-08-12","","01","영업/정상","01","영업","","","","","054 977 8448","466.52","718-831","경상북도 칠곡군 석적읍 남율리 613","경상북도 칠곡군 석적읍 석적로 1003","39841","노브랜드 칠곡남율","2026-01-23 16:17:03","U","2026-01-25 02:40:00","기타식품판매업","325866.671559523","287188.752570398","기타식품판매업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"10","식품판매업(기타)","07_22_13_P","4040000","4040000-114-2021-00001","2021-06-04","","03","폐업","02","폐업","2026-01-23","","","","","245.30","465-800","경기도 하남시 덕풍동 297-12","경기도 하남시 덕풍동로 63 (덕풍동)","12936","주식회사 지알가락공판장","2026-01-23 17:04:56","U","2026-01-25 02:40:00","기타식품판매업","218066.30320341","449560.595436251","기타식품판매업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
