"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","외국인관광도시민박업","03_11_04_P","3240000","CDFI2262212026000003","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강동구 둔촌동 27 유창빌딩","서울특별시 강동구 동남로49길 67-32, 유창빌딩 2층 201호 (둔촌동)","05367","하루스테이","2026-01-23 17:45:39","I","2026-01-25 00:20:02","","212779.843802641","447696.100544968","외국인관광 도시민박업","","","0","","","","","0","0","0","0","Haru Stay","Urban Homestay For Foreign Tourist","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2","외국인관광도시민박업","03_11_04_P","3040000","CDFI2262212026000005","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 252-48","서울특별시 광진구 자양로22길 12-4, B101호 (구의동)","05043","어반리브 인 한강","2026-01-23 09:17:09","I","2026-01-25 00:20:02","","207346.399173532","448565.941764867","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","0","1","0","0","","","0","0","","0","0","","0","38","","0","","","","","","","0","","","","38",
"3","외국인관광도시민박업","03_11_04_P","3010000","CDFI2262212026000012","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 신당동 302-36 101호","서울특별시 중구 퇴계로76길 62-4, 101호 (신당동)","04611","스테이 단아","2026-01-23 18:07:13","I","2026-01-25 00:20:02","","201217.700768993","451169.406208153","외국인관광 도시민박업","","","0","","","","다가구용 주택(공동주택적용)","0","0","1","0","Stay Dan-A","City home-stay services for foreign tourists","0","0","","0","0","","0","47.36","","0","","","","","","","0","","","","47",
"4","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212026000009","2026-01-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 방이동 127-17","서울특별시 송파구 오금로27길 25-15, 지하1층 1호 (방이동)","05644","어반스테이 송파(Urban Stay_Songpa)","2026-01-23 10:26:01","I","2026-01-25 00:20:02","","210459.81380159","445137.261556416","외국인관광 도시민박업","","일반주거지역","2","주택가주변","","","다세대주택","2","1","1","0","","","0","0","","0","0","","0","41.04","","0","","","","","","","0","","","","41",
"5","외국인관광도시민박업","03_11_04_P","3370000","CDFI2262212026000001","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 거제동 1463-42","부산광역시 연제구 거제천로 283-4, 2층 (거제동)","47517","더샵스테이(THE SHARP STAY)","2026-01-23 18:43:59","I","2026-01-25 00:20:02","","390101.239789944","190126.147093645","외국인관광 도시민박업","","주거지역","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","62.56","","0","","","","","","","0","","","","63",
"6","외국인관광도시민박업","03_11_04_P","3030000","CDFI2262212026000003","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동2가 289-84","서울특별시 성동구 아차산로7길 19, 3층 (성수동2가)","04793","상상스테이","2026-01-23 14:53:51","I","2026-01-25 00:20:02","","204763.541267432","449400.133228706","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","80.64","","0","","","","","","","0","","","","81",
"7","외국인관광도시민박업","03_11_04_P","3020000","CDFI2262212026000011","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 서계동 54-5","서울특별시 용산구 청파로83길 17, 201호 (서계동)","04303","정스테이","2026-01-23 17:30:09","I","2026-01-25 00:20:02","","197125.125221177","449972.056322308","외국인관광 도시민박업","","일반주거지역","0","","","","다세대주택","2","1","0","0","","","0","0","","0","0","","0","38.64","","0","","","","","","","0","","","","39",
"8","외국인관광도시민박업","03_11_04_P","3020000","CDFI2262212026000012","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 서계동 238-23","서울특별시 용산구 청파로85길 58-1, 지층 (서계동)","04302","스타하우스","2026-01-23 17:31:05","I","2026-01-25 00:20:02","","196896.175446866","450054.592549507","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","2","1","0","0","","","0","0","","0","0","","0","49.88","","0","","","","","","","0","","","","50",
"9","외국인관광도시민박업","03_11_04_P","3020000","CDFI2262212026000013","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 이태원동 211-46","서울특별시 용산구 회나무로 50, 501호 (이태원동)","04346","제이앤제이","2026-01-23 17:31:41","I","2026-01-25 00:20:02","","199235.97384646","448617.402988293","외국인관광 도시민박업","","일반주거지역","0","","","","다세대주택","5","0","0","0","","","0","0","","0","0","","0","125.66","","0","","","","","","","0","","","","126",
"10","외국인관광도시민박업","03_11_04_P","3140000","CDFI2262212026000002","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 신월동 195-28 레이크빌","서울특별시 양천구 남부순환로60길 26-3, 301호 (신월동, 레이크빌)","07914","토토네","2026-01-23 16:50:33","I","2026-01-25 00:20:02","","184715.118638773","447641.317454215","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"11","외국인관광도시민박업","03_11_04_P","3030000","CDFI2262212026000004","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동2가 250-51","서울특별시 성동구 동일로 75-33, 4층 (성수동2가)","04786","더 코지 성수","2026-01-23 15:25:04","I","2026-01-25 00:20:02","","205395.213783532","448617.77773105","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"12","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212026000007","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 152-55","부산광역시 영도구 청학남로29번길 20-4 (청학동)","49019","메종드청학","2026-01-23 16:09:00","I","2026-01-25 00:20:02","","387920.941899938","178788.115239496","외국인관광 도시민박업","","","0","","","","","0","0","0","0","MAISON de CHEONGHAK","Foreign Tourist City Guest House","0","0","","0","0","","0","55.48","","0","","","","","","","0","","","","55",
