"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","청소년게임제공업","03_05_07_P","5710000","CDFF2241142026000003","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 율량동 2034","충청북도 청주시 청원구 율량로202번길 40-1, 1층 103호 (율량동)","28320","캐치미이프유캔","2026-01-23 17:37:20","I","2026-01-25 00:20:02","","244299.946502178","351657.84324894","청소년게임제공업","유통관련업","0","기타","전체이용가게임물","81.74","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","준주거지역",
"2","청소년게임제공업","03_05_07_P","3830000","CDFF2241142026000004","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","경기도 안양시 동안구 평촌동 68-14","경기도 안양시 동안구 흥안대로456번길 24, 1층 106호 (평촌동)","14062","뽑스쿨","2026-01-23 09:48:45","I","2026-01-25 00:20:02","","197895.66551382","432448.695661864","청소년게임제공업","유통관련업","0","","New Smile Toy, LUCKY BOX 2, Smile Story2, New Mini Boutique Ⅲ","36.83","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","15","","전체이용가","","","","",
"3","청소년게임제공업","03_05_07_P","3290000","CDFF2241142026000002","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 168-94","부산광역시 부산진구 중앙대로680번가길 47, 1층 (부전동)","47292","모모스테이션 서면2호점","2026-01-23 15:24:06","I","2026-01-25 00:20:02","","387705.122197119","185985.097420325","청소년게임제공업","유통관련업","0","","NEW Mini Boutique2(18), New Smile Toy(8), TORNADO NO2(1), 레인보우캐슬X2(1)","101.4","0","0","","0","0","0","0","","","","","","","","","","","","28","","전체이용가","","","","",
"4","청소년게임제공업","03_05_07_P","5670000","CDFF2241142026000003","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 마산회원구 내서읍 삼계리 32-2","경상남도 창원시 마산회원구 내서읍 삼계3길 17, 1층","51237","게임캐슬","2026-01-23 13:12:52","I","2026-01-25 00:20:02","","336853.764532356","193470.183691927","청소년게임제공업","유통관련업","0","","","120.55","0","0","","0","0","0","0","","","","","","","","","","","","16","","전체이용가","","","","",
"5","청소년게임제공업","03_05_07_P","3470000","CDFF2241142017000032","2017-12-28","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달서구 신당동 1721-10","대구광역시 달서구 서당로9길 29, 1층 (신당동)","42608","슈픽스타 성서계대","2026-01-23 11:10:57","U","2026-01-25 02:40:00","","334873.94321341","262777.156383882","청소년게임제공업","유통관련업","3","학교정화(상대)","Toys Pop (토이즈팝) 15개","37.45","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","15","","전체이용가","","","","일반주거지역",
"6","청소년게임제공업","03_05_07_P","5050000","CDFF2241141989000001","1989-02-23","","03","폐업","03","폐업","2026-01-23","","","","054-774-5305","","","경상북도 경주시 천군동 191-5 (경주월드)","경상북도 경주시 보문로 544 (천군동, (경주월드))","38117","덕성테크","2026-01-23 16:32:04","U","2026-01-25 02:40:00","","406125.268953932","262026.156851081","청소년게임제공업","유통관련업","2","","","252","1","","","","","","","","","","","","","","","","","","66","","전체이용가","","","","",
"7","청소년게임제공업","03_05_07_P","5590000","CDFF2241142024000006","2024-11-15","","01","영업/정상","13","영업중","","","","","","","","경기도 양주시 덕계동 925-3 진산메디프라자 106호","경기도 양주시 덕계로 140, 진산메디프라자 106호 (덕계동)","11444","토이크레인","2026-01-23 15:20:25","U","2026-01-25 02:40:00","","204713.126734965","479571.286492224","청소년게임제공업","유통관련업","0","","스마일 토이, 뉴 미니 뷰티크 2, 뉴 미니 뷰티크 3, 뉴 미니 미니 3","40.04","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","16","","전체이용가","","","","",
"8","청소년게임제공업","03_05_07_P","6520000","CDFF2241142018000010","2018-07-19","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 표선면 토산리 17 대명샤인빌리조트","제주특별자치도 서귀포시 표선면 일주동로 6347-17, 대명샤인빌리조트 3층","63626","게임존","2026-01-23 18:13:06","U","2026-01-25 02:40:00","","180543.713054771","-21207.5867077099","청소년게임제공업","유통관련업","9","","뉴스피드터치","154.33","3","","콘도미니엄","","","","","","","","","","","","","","","","20","","전체이용가","","","","",
"9","청소년게임제공업","03_05_07_P","3560000","CDFF2241142026000002","2026-01-16","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 원당동 1030-1 JS프라자","인천광역시 서구 이음5로 60, JS프라자 113호, 114호 (원당동)","22865","토이스트릿 아라역점","2026-01-23 17:42:10","U","2026-01-25 02:40:00","","","","청소년게임제공업","유통관련업","0","","TOYS POP, MINI, CATCHING DUCK BIG","80.34","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","12","","전체이용가","","","","",
"10","청소년게임제공업","03_05_07_P","3670000","CDFF2241142010000013","2010-12-17","","01","영업/정상","13","영업중","","","","","","","","대전광역시 유성구 궁동 409-7 1층","대전광역시 유성구 대학로151번길 38, 1층 (궁동)","34138","블랙바스켓","2026-01-23 10:14:51","U","2026-01-25 02:40:00","","231368.408780324","318005.387023782","청소년게임제공업","유통관련업","0","","철권 외 33대","187.66","0","0","","0","0","0","0","","","","","","","","","","","","38","","전체이용가","","","","",
"11","청소년게임제공업","03_05_07_P","4810000","CDFF2241142022000004","2022-12-14","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 학동 182-11 마리나부페웨딩홀","전라남도 여수시 선소로 25, 마리나부페웨딩홀 1층 101호 (학동)","59689","놀러와 게임랜드(청-180호)","2026-01-23 15:33:01","U","2026-01-25 02:40:00","","260757.14805369","140004.023578184","청소년게임제공업","유통관련업","0","","게임기 47대, 뽑기기계 57대","190.82","0","0","","0","0","0","0","","","","","","","","","","","","104","","전체이용가","","","","중심상업지역",
"12","청소년게임제공업","03_05_07_P","4080000","CDFF2241142017000014","2017-06-12","","03","폐업","03","폐업","2025-12-05","","","","","","","경기도 안성시 원곡면 반제리 642-6 1층","경기도 안성시 원곡면 경부고속도로 365, 1층","17557","GAME ZONE","2026-01-23 13:33:08","U","2026-01-25 02:40:00","","212834.919006742","390214.962359992","청소년게임제공업","유통관련업","","기타","캐치킹, 캐치퀸, 이니셜D셜 5, 트랜스포머아케이드","32","","","기타","","","","","","","","","","","","","","","","5","","전체이용가","","","","자연녹지지역",
"13","청소년게임제공업","03_05_07_P","4641000","CDFF2241142025000005","2025-06-25","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 덕진구 인후동1가 772-7","전북특별자치도 전주시 덕진구 안덕원로 250, 1층 (인후동1가)","55008","코코오락실","2026-01-23 15:23:03","U","2026-01-25 02:40:00","","213861.85473406","259582.971851826","청소년게임제공업","유통관련업","0","유흥업소밀집지역","토이즈팝 미니 9대, 캣칭덕빅 8대","57.23","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","17","","전체이용가","","","","일반상업지역",
"14","청소년게임제공업","03_05_07_P","5310000","CDFF2241142017000011","2017-04-25","","03","폐업","03","폐업","2026-01-23","","","","","","","경상남도 진주시 상봉동 1090-15","경상남도 진주시 창렬로 130 (상봉동)","52661","인형방 뽑기조은날오락실","2026-01-23 10:36:39","U","2026-01-25 02:40:00","","297494.778249227","189305.858367221","청소년게임제공업","유통관련업","2","","","49.98","2","","근린생활시설","","","","","","","","","","","","","","","","10","","전체이용가","","","","",
"15","청소년게임제공업","03_05_07_P","4470000","CDFF2241142016000005","2016-09-07","","03","폐업","03","폐업","2026-01-20","","","","","","","충청북도 음성군 맹동면 두성리 1362 110호,1층","충청북도 음성군 맹동면 대하4길 10","27738","짱 놀이터","2026-01-23 08:44:02","U","2026-01-25 02:40:00","","248387.756146991","378755.851203794","청소년게임제공업","유통관련업","","기타","수퍼루키2 등","44.4","","","근린생활시설","","","","","","","","","","","","","","","","16","","전체이용가","","","","일반상업지역",
"16","청소년게임제공업","03_05_07_P","3860000","CDFF2241142020000001","2020-01-03","","03","폐업","03","폐업","2026-01-23","","","","","","","경기도 부천시 소사구 심곡본동 578-28","경기도 부천시 소사구 심곡로 26, 1층 (심곡본동)","14738","프랜즈 인형뽑기","2026-01-23 16:57:18","U","2026-01-25 02:40:00","","180077.730662959","442180.11367777","청소년게임제공업","유통관련업","0","","스마일스토리1, 스마일토이5, 뽀끼뽀끼2 1, 럭셔리러브푸쉬1","42.9","0","0","","0","0","0","0","","","","","","","","","","","","9","","전체이용가","","","","",
"17","청소년게임제공업","03_05_07_P","3910000","CDFF2241142021000001","2021-01-13","","03","폐업","03","폐업","2026-01-22","","","","","","","경기도 평택시 진위면 견산리 319-1","경기도 평택시 진위면 진위서로 142, 1층","17714","짱뽑기방","2026-01-23 09:18:35","U","2026-01-25 02:40:00","","206930.640976909","400472.631106896","청소년게임제공업","유통관련업","1","","토이즈팝,유니온","40","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","7","","전체이용가","","","","자연녹지지역",
"18","청소년게임제공업","03_05_07_P","3860000","CDFF2241142022000007","2022-08-01","2026-01-16","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","경기도 부천시 오정구 고강동 359-17 영재리치빌","경기도 부천시 오정구 역곡로504번길 97, 1층 (고강동, 영재리치빌)","14405","뽑캉스","2026-01-23 13:19:24","U","2026-01-25 02:40:00","","184151.935248","447433.279825053","청소년게임제공업","유통관련업","0","","토이즈팝6대, 스마일크레인2대, 럭셔리 러브푸쉬1대","22.42","0","0","","0","0","0","0","","","","","","","","","","","","9","","전체이용가","","","","",
