"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"1","국내외여행업","03_12_02_P","3410000","CDFI2260022026000001","2021-06-07","","01","영업/정상","13","영업중","","","","","","","","대구광역시 중구 삼덕동2가 32-1 미니우드","대구광역시 중구 공평로8길 45, 미니우드 2층 (삼덕동2가)","41940","윈트래블","2026-01-23 13:33:55","I","2026-01-25 00:20:02","","344652.689947634","264116.932154288","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20250608","20260607","","0","",
"2","국내외여행업","03_12_02_P","3230000","CDFI2260022026000001","2025-07-31","","01","영업/정상","13","영업중","","","","","1688-2088","","","서울특별시 송파구 마천동 25-6 삼정주택","서울특별시 송파구 마천로 229, 3층 301호 (마천동, 삼정주택)","05733","주식회사 돌봄나라","2026-01-23 16:05:51","I","2026-01-25 00:20:02","","212617.339496289","444250.096512094","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","51090000","20250818","20260817","","0","",
"3","국내외여행업","03_12_02_P","3150000","CDFI2260022026000004","2019-04-15","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 1051-7 경동엠파이어시티","서울특별시 강서구 강서로 183-6, B01호 (화곡동, 경동엠파이어시티)","07714","태양투어","2026-01-23 09:59:48","I","2026-01-25 00:20:02","","185688.257111229","448951.679719805","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","40648696","20251001","20260930","","0","",
"4","국내외여행업","03_12_02_P","3600000","CDFI2260022011000001","2011-02-09","","01","영업/정상","13","영업중","","","","","062-383-9115","","","광주광역시 서구 쌍촌동 364 상무힐스데이트상가 113동 3호","광주광역시 서구 상무대로911번길 42, 113동 3호 (쌍촌동, 상무 힐스테이트 상가동)","61969","우리여행사","2026-01-23 13:49:46","U","2026-01-25 02:40:00","","187410.347198377","183935.203079986","국내외여행업","","","1","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","11","","0","","","","","","","70000000","20250901","20260831","","11","",
"5","국내외여행업","03_12_02_P","3230000","CDFI2260022018000012","2018-06-14","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 문정동 634 가든파이브라이프 L-704호","서울특별시 송파구 충민로 66, 가든파이브라이프 L-7042호 (문정동)","05838","정우티앤씨 주식회사","2026-01-23 11:17:46","U","2026-01-25 02:40:00","","210986.460698452","441725.293491662","국내외여행업","","","0","","","서울보증보험(삼천만원)","","0","0","0","0","","","0","0","","0","0","","0","22.68","","0","","","","","","","30000000","20250731","20270730","","23","",
"6","국내외여행업","03_12_02_P","3060000","CDFI2260022018000002","2018-04-02","","01","영업/정상","13","영업중","","","","","02-417-8181","","","서울특별시 중랑구 묵동 162-13 더블타워","서울특별시 중랑구 중랑역로 276-8, 301호 (묵동, 더블타워)","02032","주식회사 아트월드 여행사","2026-01-23 17:47:22","U","2026-01-25 02:40:00","","206888.574176072","457087.27123277","국내외여행업","","","5","","","서울보증보험","","5","3","0","0","","","0","0","","0","0","","0","32","","0","","","","","","","30000000","20260123","20270122","","32","",
"7","국내외여행업","03_12_02_P","3000000","CDFI2260022019000040","2019-07-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 내수동 167 대우빌딩","서울특별시 종로구 새문안로3길 30, 대우빌딩 301-1호 (내수동)","03173","주식회사 유로존","2026-01-23 17:23:25","U","2026-01-25 02:40:00","","197567.93800572","452276.454633376","국내외여행업","","","0","","","서울보증보험(55,000,000)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20251105","20261104","","0","",
"8","국내외여행업","03_12_02_P","3520000","CDFI2260022023000006","2000-02-25","","01","영업/정상","13","영업중","","","","","0327735995","","","인천광역시 연수구 연수동 596-6 아시스타워","인천광역시 연수구 용담로 111, 아시스타워 6층 6028호 (연수동)","21927","성심관광여행사","2026-01-23 15:50:51","U","2026-01-25 02:40:00","","171381.655890851","434849.984979024","국내외여행업","관광사업","","0","","","SGI서울보증","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20251201","20261130","","0","",
"9","국내외여행업","03_12_02_P","3350000","CDFI2260022000000001","2000-04-04","","01","영업/정상","13","영업중","","","","","051-519-1900","","","부산광역시 금정구 서동 210-1","부산광역시 금정구 서동로 178, 2층 (서동)","46328","(주)일성관광","2026-01-23 17:52:59","U","2026-01-25 02:40:00","","391668.612188079","192585.568427673","국내외여행업","관광사업","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20250103","20260102","","0","",
"10","국내외여행업","03_12_02_P","3460000","CDFI2260022023000003","2020-06-22","","01","영업/정상","13","영업중","","","","","053-252-7755","","","대구광역시 수성구 두산동 198","대구광역시 수성구 동대구로 31, 9층 904호 (두산동)","42175","(주)트래비","2026-01-23 17:24:20","U","2026-01-25 02:40:00","","346577.920880666","260451.545783213","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","TRAVBE Inc.","Domestic and Overseas travel business","0","0","","0","0","","0","0","","0","","","","","","","30000000","20250601","20260531","","0","",
"11","국내외여행업","03_12_02_P","5670000","CDFI2260022016000014","2016-11-28","","01","영업/정상","13","영업중","","","","","055-904-4224","","","경상남도 창원시 마산합포구 가포동 445 골프연습장","경상남도 창원시 마산합포구 가포로 290, 마산골프랜드 1층 일부호 (가포동)","51755","주식회사 자이언트골프앤투어창원점","2026-01-23 09:53:37","U","2026-01-25 02:40:00","","343205.976787436","186170.241392045","국내외여행업","","일반상업지역","4","기타","","서울보증보험주식회사","기타","0","0","0","0","","","0","0","","0","0","","0","33","","0","","","","","","","30000000","20251130","20261129","","33","",
"12","국내외여행업","03_12_02_P","5370000","CDFI2260022016000002","2016-05-25","","01","영업/정상","13","영업중","","","","","0556812234","","","경상남도 거제시 아주동 1177-2","경상남도 거제시 아주로 67, 3층 (아주동)","53310","가자여행사","2026-01-23 16:02:29","U","2026-01-25 02:40:00","","354244.728532468","153062.163378604","국내외여행업","","주거지역","4","주택가주변","","서울보증보험주식회사","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","30.12","","0","","","","","","","90000000","20250715","20260714","","30","",
"13","국내외여행업","03_12_02_P","5670000","CDFI2260021996100001","1996-01-23","","01","영업/정상","13","영업중","","","","","055-242-5551","","631-858","경상남도 창원시 마산합포구 상남동 227-1","경상남도 창원시 마산합포구 불종거리로 62 (상남동)","51725","(주)신흥관광","2026-01-23 10:49:26","U","2026-01-25 02:40:00","","343461.882468529","191219.364231041","국내외여행업","관광사업","","0","","","서울보증보험주식회사","","0","0","0","0","SHINHEUNG TRAVEL Co., Ltd.","Overseas travel business","0","0","","0","0","","0","0","","0","","","","","","","150000000","20260215","20270214","","0","",
