"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","대중문화예술기획업","03_08_02_P","3220000","CDFF3241092026000016","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 *-*","서울특별시 강남구 도산대로**길 **, 지하*층 (논현동)","06040","주식회사 오드웨이브(Oddwave Co., Ltd.)","2026-01-23 14:11:55","I","2026-01-25 00:20:02","","202418.84355231","446223.23446441","대중문화예술기획업","유통관련업","0","","엔터테인먼트","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"2","대중문화예술기획업","03_08_02_P","3210000","CDFF3241092026000007","2022-12-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 ****-* 실버타운오피스텔","서울특별시 서초구 서초대로**길 **, 실버타운오피스텔 *층 ***호 (서초동)","06612","그로우 엔터테인먼트","2026-01-23 15:15:31","I","2026-01-25 00:20:02","","202123.769148202","444374.640776733","대중문화예술기획업","유통관련업","0","","연극, 드라마","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"3","대중문화예술기획업","03_08_02_P","6440000","M04022026000001","2026-01-23","","01","영업/정상","1","영업","","","","","","","","충청남도 아산시 모종동 ***번지 *호","충청남도 아산시 번영로***번길 *-*, *층 ***호 (모종동)","","지오 네이션 엔터테인먼트","2026-01-23 14:41:00","I","2026-01-25 00:20:02","","201022.443039262","364733.867578398","대중문화예술기획업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","공연기획업, 연예매니저업","","",
"4","대중문화예술기획업","03_08_02_P","6440000","M04022026000002","2026-01-23","","01","영업/정상","1","영업","","","","","","","","충청남도 서산시 해미면 대곡리 *번지 *호 한서대학교","충청남도 서산시 해미면 한서*로 **-*, ***-*호 (한서대학교)","","헬로웍스 주식회사","2026-01-23 14:43:36","I","2026-01-25 00:20:02","","162761.381255646","354515.443675966","대중문화예술기획업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","문화예술기획업","","",
"5","대중문화예술기획업","03_08_02_P","3220000","CDFF3241092023000087","2023-06-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-**","서울특별시 강남구 학동로**길 **-*, *층 (논현동)","06098","주식회사 제이에이치이엔티","2026-01-23 09:46:45","U","2026-01-25 02:40:00","","203225.442544005","445823.684134244","대중문화예술기획업","유통관련업","0","","공연기획업","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"6","대중문화예술기획업","03_08_02_P","3210000","CDFF3241092022000021","2022-03-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 ****-* 애서니움빌딩","서울특별시 서초구 강남대로**길 **, 애서니움빌딩 *층 (서초동)","06734","(주)스텔라에이전시","2026-01-23 15:15:54","U","2026-01-25 02:40:00","","202663.207572917","442495.14167666","대중문화예술기획업","유통관련업","0","","매니지먼트","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"7","대중문화예술기획업","03_08_02_P","3220000","CDFF3241092020000070","2020-05-14","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-**","서울특별시 강남구 학동로**길 **-*, 비*, 비*, *층 (논현동)","06098","(주)쇼플레이엔터테인먼트","2026-01-23 09:43:22","U","2026-01-25 02:40:00","","203225.442544005","445823.684134244","대중문화예술기획업","유통관련업","","","매니지먼트","","","","","","","","","","","","","","","","","","","","","","","","","","",
"8","대중문화예술기획업","03_08_02_P","3220000","CDFF3241092023000018","2023-02-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-**","서울특별시 강남구 학동로**길 **-*, *층 (논현동)","06098","주식회사 쇼플레이엑터스","2026-01-23 09:45:11","U","2026-01-25 02:40:00","","203225.442544005","445823.684134244","대중문화예술기획업","유통관련업","0","","매니저업","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"9","대중문화예술기획업","03_08_02_P","3220000","CDFF3241092020000128","2015-07-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-**","서울특별시 강남구 학동로**길 **-*, *,*층 (논현동)","06098","(주)쇼플레이","2026-01-23 09:41:39","U","2026-01-25 02:40:00","","203225.442544005","445823.684134244","대중문화예술기획업","유통관련업","","","매니지먼트","","","","","","","","","","","","","","","","","","","","","","","","","","",
"10","대중문화예술기획업","03_08_02_P","3130000","CDFF3241092025000028","2025-04-28","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 성산동 ***-*","서울특별시 마포구 월드컵북로 ***, *층 (성산동)","03941","(주)그레이스이엔엠","2026-01-23 14:04:22","U","2026-01-25 02:40:00","","191539.563874532","451916.77064097","대중문화예술기획업","유통관련업","0","","엔터테인먼트","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
