"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","비디오물제작업","03_10_05_P","4030000","CDFF1241072026000001","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","경기도 의왕시 내손동 *** 미광프라자 *층 ***-C**호","경기도 의왕시 갈미*로 **, 미광프라자 *층 ***-C**호 (내손동)","16039","하이퍼프로덕션","2026-01-23 09:02:56","I","2026-01-25 00:20:02","","197535.391800787","430778.894896018","비디오물제작업","","0","","유튜브 콘텐츠, 홍보영상, 기록영상 등 비디오물 일체","1.66","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"2","비디오물제작업","03_10_05_P","3230000","CDFF1241072026000004","2012-06-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 석촌동 ***-*","서울특별시 송파구 가락로**길 *-**, *층 ***호 (석촌동)","05696","버프 프로덕션 (BUFF)","2026-01-23 17:15:02","I","2026-01-25 00:20:02","","209292.781943405","444219.005576488","비디오물제작업","","0","","비디오물제작업","186","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"3","비디오물제작업","03_10_05_P","3940000","CDFF1241072026000011","2020-10-14","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 향동동 *** ****호","경기도 고양시 덕양구 향기로 ***, ****호 (향동동)","10546","주식회사 샤카스튜디오","2026-01-23 17:27:50","I","2026-01-25 00:20:02","","190456.599751734","455218.569278687","비디오물제작업","","0","","방송 프로그램, 유튜브 콘텐츠, 관공서 홍보영상","106.45","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"4","비디오물제작업","03_10_05_P","3130000","CDFF1241072026000006","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 ***-* ***호","서울특별시 마포구 잔다리로*길 *, ***호 (서교동)","04034","주식회사 제이35스튜디오","2026-01-23 16:55:31","I","2026-01-25 00:20:02","","192640.564574754","450068.938827426","비디오물제작업","","0","","동영상","16","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"5","비디오물제작업","03_10_05_P","3220000","CDFF1241072026000019","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 ***-**","서울특별시 강남구 언주로***길 **, *층 (역삼동)","06135","주식회사 유니오","2026-01-23 14:10:48","I","2026-01-25 00:20:02","","203057.854668681","444976.940385804","비디오물제작업","","0","","유튜브 광고 영상 제작","108.55","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"6","비디오물제작업","03_10_05_P","3240000","CDFF1241072026000003","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강동구 길동 ***-** 청년예가","서울특별시 강동구 천중로**길 **, *층 ***호 (길동, 청년예가)","05343","기리울 프로덕션","2026-01-23 17:50:11","I","2026-01-25 00:20:02","","212526.261260174","448521.837793222","비디오물제작업","","0","","자막,동영상","30.26","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"7","비디오물제작업","03_10_05_P","3670000","CDFF1241072026000002","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","대전광역시 유성구 문지동 ***-*","대전광역시 유성구 문지로***번길 **-*, ***호 (문지동)","34050","주식회사 콘텐츠팹","2026-01-23 13:03:14","I","2026-01-25 00:20:02","","236590.396307377","321623.737702922","비디오물제작업","","0","","애니메이션업","66","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"8","비디오물제작업","03_10_05_P","3160000","CDFF1241072026000004","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 구로동 ***-* 대륭포스트타워*차","서울특별시 구로구 디지털로 ***, 대륭포스트타워*차 ****-***호 (구로동)","08390","(주)리프래빗","2026-01-23 15:30:24","I","2026-01-25 00:20:02","","190680.536850936","442392.645303533","비디오물제작업","","0","","비디오물제작","3.3","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"9","비디오물제작업","03_10_05_P","3030000","CDFF1241072026000006","2021-04-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동*가 ***-*** 서울숲 M타워","서울특별시 성동구 뚝섬로*길 **, 서울숲 M타워 *층 ***호 (성수동*가)","04778","주식회사 알마로꼬","2026-01-23 15:13:37","I","2026-01-25 00:20:02","","204045.693798821","449091.660473051","비디오물제작업","","0","","전시용 영상물","201.65","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"10","비디오물제작업","03_10_05_P","3030000","CDFF1241072026000007","2025-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동*가 **-**","서울특별시 성동구 성수일로 ***, ***호 (성수동*가)","04791","주식회사 아이일","2026-01-23 14:40:06","I","2026-01-25 00:20:02","","204485.075569131","449779.82870751","비디오물제작업","","0","","디지털 및 방송프로그램 제작","41.4","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
