"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","노래연습장업","03_09_01_P","3080000","CDFF3242052026000001","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 수유동 221-25 계봉빌딩","서울특별시 강북구 도봉로87길 52, 계봉빌딩 201호 (수유동)","01072","온앤온 코인노래연습장","2026-01-23 08:47:44","I","2026-01-25 00:20:02","","201972.474686482","459658.664096036","노래연습장업","유통관련업","0","","","248.28","0","0","","0","0","23","23","Y","Y","Y","Y","","Y","","","","","","0","","","","","","",
"2","노래연습장업","03_09_01_P","3030000","CDFF3242052023000002","2023-06-22","","03","폐업","03","폐업","2025-12-31","","","","","","","서울특별시 성동구 성수동2가 316-44","서울특별시 성동구 연무장길 37, 지하1층 (성수동2가)","04782","골든싱어코인노래연습장 성수점","2026-01-23 17:56:59","U","2026-01-25 02:40:00","","204671.805203009","448981.873136771","노래연습장업","유통관련업","0","","","122.4","0","0","","1.5","100","21","21","Y","Y","Y","Y","Y","Y","","","","","","0","","","","","","",
"3","노래연습장업","03_09_01_P","3600000","CDFF3242052004000021","2004-07-23","","01","영업/정상","13","영업중","","","","","","","","광주광역시 서구 금호동 763-4 2층","광주광역시 서구 금화로85번길 4-16, 2층 (금호동)","62006","퍼팩트노래연습장","2026-01-23 14:23:41","U","2026-01-25 02:40:00","","187067.561789661","181535.905696091","노래연습장업","유통관련업","5","유흥업소밀집지역","","199.04","5","0","식품위생시설","0","0","6","0","N","N","N","","N","N","","","","","","0","","","","","","일반상업지역",
"4","노래연습장업","03_09_01_P","5060000","CDFF3242052004000001","2004-01-20","","03","폐업","03","폐업","2026-01-22","","","","054-434-7219","","","경상북도 김천시 신음동 462-26","경상북도 김천시 신음새동네길 21 (신음동)","39544","떳다","2026-01-23 20:27:17","U","2026-01-25 02:40:00","","300632.742195663","293271.729712739","노래연습장업","유통관련업","3","아파트지역","","187.35","1","","근린생활시설","1.3","40","6","5","Y","Y","Y","Y","Y","Y","","","","","","","","","","","","일반주거지역",
"5","노래연습장업","03_09_01_P","5670000","CDFF3242052005200002","2005-03-14","2026-01-22","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","경상남도 창원시 진해구 용원동 1132","경상남도 창원시 진해구 용원동로 262 (용원동)","51610","다우리노래연습장","2026-01-23 15:08:58","U","2026-01-25 02:40:00","","365918.675120746","178968.180112384","노래연습장업","유통관련업","5","기타","","246","5","0","근린생활시설","0","0","1","0","N","N","N","","N","N","","","","","","0","","","","","","일반주거지역",
"6","노래연습장업","03_09_01_P","3540000","CDFF3242052004000054","2004-12-29","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 청천동 179-20 (지1층)","인천광역시 부평구 세월천로 44, 지1층 (청천동)","21312","탑노래연습장","2026-01-23 17:51:08","U","2026-01-25 02:40:00","","173818.887695563","445697.281466047","노래연습장업","유통관련업","5","주택가주변","","118.58","4","1","근린생활시설","0","0","5","1","N","N","N","Y","N","N","","","","","","0","","","","","","근린상업지역",
"7","노래연습장업","03_09_01_P","5380000","CDFF3242052017000009","2017-07-17","","04","취소/말소/만료/정지/중지","25","영업정지","","2026-01-23","2026-02-01","","055-388-0641","","","경상남도 양산시 북부동 426-2","경상남도 양산시 북안남4길 3, 2층 (북부동)","50619","코코노래연습장","2026-01-23 12:30:09","U","2026-01-25 02:40:00","","385223.829536749","206984.518111167","노래연습장업","유통관련업","4","유흥업소밀집지역","","115.04","2","0","근린생활시설","1.35","58","4","1","Y","Y","Y","Y","Y","Y","","","","","","0","","","","","","일반상업지역",
"8","노래연습장업","03_09_01_P","4191000","CDFF3242052002000021","2002-08-19","","03","폐업","03","폐업","2026-01-22","","","","033-743-0990","","","강원특별자치도 원주시 단계동 825-7","강원특별자치도 원주시 금불4길 21-4 (단계동)","26423","와와노래연습장","2026-01-23 08:47:16","U","2026-01-25 02:40:00","","282587.305752622","427841.317765458","노래연습장업","유통관련업","0","","","80.25","0","0","","1","30","7","3","Y","Y","Y","Y","Y","Y","","","","","","0","","","","","","",
"9","노래연습장업","03_09_01_P","4231000","CDFF3242052019000002","2019-03-14","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 대포동 964-4","강원특별자치도 속초시 대포항희망길 49-1, 2층 2호 (대포동)","24901","추억 노래연습장","2026-01-23 13:50:31","U","2026-01-25 02:40:00","","340662.323578775","520119.288303962","노래연습장업","유통관련업","3","","","99","2","0","","0","0","5","0","","","","","","","","","","","","0","","","","","","",
"10","노래연습장업","03_09_01_P","3350000","CDFF3242051993000016","1993-10-14","","01","영업/정상","13","영업중","","","","","051)581-5289","","","부산광역시 금정구 구서동 86-23","부산광역시 금정구 금정로233번길 49 (구서동)","46243","만남노래연습장","2026-01-23 14:54:37","U","2026-01-25 02:40:00","","390242.306029435","196181.752159961","노래연습장업","유통관련업","3","주택가주변","","82.5","3","1","근린생활시설","1.2","60","7","1","Y","N","Y","Y","Y","Y","","","","","","0","","","","","","주거지역",
