사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,판매방식명,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
글로베이,종합몰,,217812.725868337,486733.538685211,2026-03-20 03:03:03,U,01,정상영업,2026-03-19 15:03:28,,2025-01-07,,경기도 포천시 군내면 용정리 ***-*,2026560022930200002,인터넷,5600000,"경기도 포천시 군내면 용정경제로*길 **-**, ***호 C***",11154,,01,영업/정상,,,
시니어클럽,종합몰 교육/도서/완구/오락 가전 컴퓨터/사무용품 가구/수납용품 건강/식품 의류/패션/잡화/뷰티 성인/성인용품 자동차/자동차용품 상품권 레져/여행/공연,2026-03-19,180080.951780702,428042.639221143,2026-03-20 03:03:03,U,03,폐업처리,2026-03-19 17:43:46,,2018-09-28,,경기도 시흥시 거모동 ***번지 *호,2018401029630200886,"인터넷, 기타",4010000,경기도 시흥시 군자로 ***-* (거모동),15067,,03,폐업,,,
보리엣 컴퍼니,의류/패션/잡화/뷰티,2026-03-19,210868.397496689,442053.227933005,2026-03-20 03:03:03,U,05,타시군구이관,2026-03-19 17:04:41,,2019-11-08,,서울특별시 송파구 문정동 ***번지 파크하비오,2019323026130202788,인터넷,3230000,"서울특별시 송파구 송파대로 ***, ***동 **층 ****호 (문정동, 파크하비오)",05837,,05,제외/삭제/전출,,,02-6338-1339
빅 트리,의류/패션/잡화/뷰티,2026-03-19,212812.707382425,449530.303233718,2026-03-20 03:03:03,U,03,폐업처리,2026-03-19 10:28:52,,2017-11-14,,서울특별시 강동구 명일동 ***번지 *호,2017324018930201054,인터넷,3240000,"서울특별시 강동구 양재대로***길 **-**, ***호 (명일동)",05294,,03,폐업,,,
꽃인냥,의류/패션/잡화/뷰티 기타,2026-03-20,182036.892536047,425553.532869335,2026-03-20 03:03:03,U,03,폐업처리,2026-03-19 20:49:10,,2021-02-01,,경기도 안산시 단원구 원곡동 ***-*,2021393044530200439,인터넷,3930000,"경기도 안산시 단원구 관산*길 **, ***호 (원곡동)",15374,,03,폐업,,,
주식회사 트윈버스,교육/도서/완구/오락,,209175.219648183,433168.261766989,2026-03-20 03:03:03,U,01,정상영업,2026-03-19 09:16:14,,2021-01-28,,경기도 성남시 분당구 삼평동 *** 경기창조경제혁신센터,2024378021930200862,인터넷,3780000,"경기도 성남시 분당구 대왕판교로***번길 **, 경기창조경제혁신센터 *층 R**호 (삼평동)",13487,,01,영업/정상,,,
"주식회사 셀그린바이오랩(CELL GREEN BIOLAB Co.,Ltd)",건강/식품,2026-03-19,205271.275273064,445852.638814088,2026-03-20 03:03:03,U,05,타시군구이관,2026-03-19 17:11:54,,2024-03-29,,서울특별시 강남구 삼성동 *** 삼성동 미켈란 ***,2024322024930202310,인터넷,3220000,"서울특별시 강남구 영동대로 ***, *층 엠** ***호 (삼성동, 삼성동 미켈란 ***)",06083,,05,제외/삭제/전출,,,
어벤져스 스키샵,레져/여행/공연,2026-03-19,261658.881840388,465680.290588625,2026-03-20 03:03:03,U,03,폐업처리,2026-03-19 08:36:55,,2020-11-03,,강원특별자치도 홍천군 서면 팔봉리 ****,2020425017230200187,인터넷,4251000,강원특별자치도 홍천군 서면 한치골길 ***,25101,,03,폐업,,,
매틱(Mattic),종합몰,2026-03-16,226149.219062256,460820.908932929,2026-03-20 03:03:03,U,03,폐업처리,2026-03-19 17:22:38,,2025-01-09,,경기도 남양주시 화도읍 녹촌리 *** 남양주 라온프라이빗 *단지 ***동 ****호,2025399032030200040,인터넷,3990000,"경기도 남양주시 화도읍 경춘보학*길 *, ***동 ****호 (남양주 라온프라이빗 *단지)",12178,,03,폐업,,,
주식회사 풍배,자동차/자동차용품,2026-03-20,189472.091898625,441483.675018356,2026-03-20 03:03:03,U,03,폐업처리,2026-03-19 14:10:36,,2015-06-22,,서울특별시 금천구 가산동,2017317017430200340,인터넷,3170000,"서울특별시 금천구 디지털로 ***, ****호 (가산동, 남성프라자)",08589,,03,폐업,,,02-2634-8807
