건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
1,자가,0,초원환경산업(주),건물위생관리업,,,,,356515.33197106,493967.834227792,2026-04-24 21:22:22,I,01,영업,,2026-04-22 10:39:48,2007-10-16,126.02,,강원특별자치도 양양군 현남면 남애리 285,N,,4351000-206-2007-00003,4351000,강원특별자치도 양양군 현남면 갓바위1길 107,25057,01,영업/정상,건물위생관리업,033-671-4377,1,0,1,0
5,자가,0,경희스포츠,건물위생관리업,,,,,283446.020144627,427492.948611642,2026-04-24 21:21:54,I,01,영업,0,2026-04-22 14:51:14,2026-02-26,16.90,,강원특별자치도 원주시 일산동 345-22,N,0,4191000-206-2026-00011,4191000,"강원특별자치도 원주시 남산로 87, 1층 (일산동)",26434,01,영업/정상,건물위생관리업,,1,0,1,0
0,,0,명문비엠에스 주식회사,건물위생관리업,,,,,212271.544781057,440255.98554341,2026-04-24 03:03:03,U,01,영업,0,2026-04-23 17:40:16,2024-07-25,66.78,461-210,경기도 성남시 수정구 창곡동 559-8 위례성희프라자 903호,N,0,3790000-206-2024-00013,3780000,"경기도 성남시 수정구 위례서일로 34, 위례성희프라자 9층 903호 (창곡동)",13646,01,영업/정상,건물위생관리업,,0,0,0,0
,,,주식회사 장기수선기술원,건물위생관리업,,,,,189722.178532426,441920.972770099,2026-04-24 22:24:59,I,01,영업,,2026-04-22 09:53:38,2026-04-22,.00,153-769,서울특별시 금천구 가산동 60-19 SJ테크노빌 502호,N,,3170000-206-2026-00003,3170000,"서울특별시 금천구 벚꽃로 278, SJ테크노빌 502호 (가산동)",08511,01,영업/정상,건물위생관리업,,,,,
,,,클린앤케어,건물위생관리업,,,,,214492.208296297,437240.010490772,2026-04-24 21:52:03,I,01,영업,,2026-04-22 10:45:59,2026-04-22,.00,462-811,경기도 성남시 중원구 상대원동 1456,N,,3800000-206-2026-00007,3780000,"경기도 성남시 중원구 박석로49번길 13-1, 1층 (상대원동)",13222,01,영업/정상,건물위생관리업,,,,,
,,,주식회사 워크앤클린파트너스,건물위생관리업,,,,,181240.4821091,424913.855250784,2026-04-24 21:51:57,I,01,영업,,2026-04-22 16:17:26,2026-04-22,.00,425-850,경기도 안산시 단원구 원곡동 994-8 트리플렉스,N,,3930000-206-2026-00009,3930000,"경기도 안산시 단원구 풍전로 37-24, 트리플렉스 401호 일부 (원곡동)",15431,01,영업/정상,건물위생관리업,031-362-5773,,,,
0,,0,정상씨앤씨,건물위생관리업,,,,,263264.856192827,484548.728316701,2026-04-24 21:21:50,I,01,영업,,2026-04-22 11:33:39,2026-04-22,48.90,,강원특별자치도 춘천시 온의동 539-1,N,,4181000-206-2026-00008,4181000,"강원특별자치도 춘천시 충혼길44번길 13, 101호 (온의동)",24437,01,영업/정상,건물위생관리업,,0,0,0,0
7,임대,0,주식회사 티시스,건물위생관리업,,,,,200229.445040175,451067.548779357,2026-04-24 03:03:03,U,01,영업,0,2026-04-23 14:33:03,2022-04-26,49.00,100-855,서울특별시 중구 장충동2가 162-1,N,0,3010000-206-2022-00003,3010000,"서울특별시 중구 동호로 310, 7층 (장충동2가)",04616,01,영업/정상,건물위생관리업,,,,,
0,임대,0,이도프라퍼티스 주식회사,건물위생관리업,,,,,197739.803508714,451200.496953953,2026-04-24 22:52:00,I,01,영업,0,2026-04-21 13:38:29,2024-11-11,205.00,100-110,서울특별시 중구 서소문동 143,N,0,3010000-206-2024-00006,3010000,"서울특별시 중구 서소문로 124, 2층 (서소문동)",04514,01,영업/정상,건물위생관리업,02-6377-8788,6,,,
0,,0,대한노령사회적협동조합,건물위생관리업,,,,,205410.814456714,454267.127897016,2026-04-24 22:21:58,I,01,영업,0,2026-04-22 09:19:14,2019-03-28,15.21,130-876,서울특별시 동대문구 휘경동 246 휘경동 맥스타워,N,0,3050000-206-2019-00005,3050000,"서울특별시 동대문구 망우로21길 20, 휘경동 맥스타워 1층 102호 (휘경동)",02436,01,영업/정상,건물위생관리업,,3,,3,
0,,0,유앤미에스(주),건물위생관리업,2026-03-27,,,,190182.067334395,453141.676626027,2026-04-24 22:22:52,I,02,폐업,0,2026-04-21 14:20:50,2019-02-27,3.00,121-904,서울특별시 마포구 상암동 1602 서울산업진흥원,N,0,3130000-206-2019-00006,3130000,"서울특별시 마포구 월드컵북로 400, 서울산업진흥원, 2층일부 (상암동)",03925,03,폐업,건물위생관리업,,,,,
0,,0,주식회사 스태프링크,건물위생관리업,,,,,185598.009671863,452227.191661231,2026-04-24 03:03:03,U,01,영업,1,2026-04-23 11:27:49,2025-07-21,46.62,157-210,서울특별시 강서구 마곡동 9,N,0,3150000-206-2025-00012,3150000,"서울특별시 강서구 양천로47길 40, 2층 205호 (마곡동)",07522,01,영업/정상,건물위생관리업,,,,,
0,임대,0,더그린스토리(주),건물위생관리업,,,,,190940.034564342,446461.996000435,2026-04-24 03:03:03,U,01,영업,0,2026-04-23 11:05:22,2022-01-27,122.10,150-041,서울특별시 영등포구 당산동1가 459 생각공장 당산,N,0,3180000-206-2022-00024,3180000,"서울특별시 영등포구 영등포로 150, 생각공장 당산 1층 A107호 (당산동1가)",07292,01,영업/정상,건물위생관리업,070-8098-3253,0,0,0,0
0,임대,0,(주)세프로,건물위생관리업,2026-04-22,,,,193839.302798329,446370.230571887,2026-04-24 22:21:55,I,02,폐업,0,2026-04-22 15:58:40,2023-12-05,22.20,150-890,서울특별시 영등포구 여의도동 44-12 고려빌딩 410호,N,0,3180000-206-2023-00024,3180000,"서울특별시 영등포구 여의대방로67길 8, 고려빌딩 410호 (여의도동)",07333,03,폐업,건물위생관리업,,4,,,
0,임대,0,(주)한국자산보증관리,건물위생관리업,2026-04-23,,,,203716.938085702,444579.034008591,2026-04-24 03:03:03,U,02,폐업,,2026-04-23 16:02:26,2007-12-04,71.25,135-513,서울특별시 강남구 역삼동 701-1 역삼 아르누보씨티,N,,3220000-206-2007-00049,3220000,"서울특별시 강남구 언주로 506, 역삼 아르누보씨티 지상3층 301호 (역삼동)",06152,03,폐업,건물위생관리업,031-898-3129,6,0,6,0
