사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
대양인력,,개인,197407.978239833,413790.549698455,2026-04-24 21:57:22,I,20,영업중,2026-04-21 15:44:52,2022-03-04,,"경기도 화성시 효행구 봉담읍 동화리 91-1 신일,우남 클래식타운",2022553038814500004,5530000,"경기도 화성시 효행구 봉담읍 효행로 244, 신일,우남 클래식타운 203호",18300,01,영업/정상,유료,
(+)화성맘케어,,개인,203183.50218523,411623.345827012,2026-04-24 21:57:22,I,20,영업중,2026-04-21 11:26:34,2024-01-09,,경기도 화성시 병점구 병점동 379-10 병점프라자,2024553039814500001,5530000,"경기도 화성시 병점구 경기대로 1014, 6층 603호(15.7㎡) (병점동)",18411,01,영업/정상,유료,
사강인력,,개인,176294.060236139,412447.137798289,2026-04-24 21:57:22,I,20,영업중,2026-04-21 13:24:22,2024-03-06,,경기도 화성시 만세구 송산면 사강리 693-14,2024553047914500006,5530000,경기도 화성시 만세구 송산면 사강시장길25번길 14-2,18550,01,영업/정상,유료,031-8043-7037
에버브레인컨설팅 주식회사,,법인,204022.268076184,449043.715924126,2026-04-24 22:28:48,I,20,영업중,2026-04-21 14:15:00,2002-03-19,,서울특별시 성동구 성수동1가 656번지 36호 서울숲 한라에코밸리 1201호,2012303013514500011,3030000,"서울특별시 성동구 뚝섬로1길 25, 서울숲 한라에코밸리 12층 1201호 (성수동1가)",04778,01,영업/정상,유료,02-553-7360
주식회사 인바이트넷,,법인,199550.099769344,450924.943107209,2026-04-24 23:11:04,I,20,영업중,2026-04-22 17:44:11,2023-10-18,,서울특별시 중구 필동2가 19-6 동영빌딩,2024301020214500004,3010000,"서울특별시 중구 필동로 12, 동영빌딩 401호, 502호 (필동2가)",04625,01,영업/정상,유료,02-2272-0928
오케이,,개인,206808.914669794,456949.35802282,2026-04-24 03:03:03,U,20,영업중,2026-04-23 14:09:39,2024-02-05,,서울특별시 중랑구 묵동 164-4 묵동자이아파트1단지,2024306020214500002,3060000,"서울특별시 중랑구 숙선옹주로 6-9, 204, 205호 (묵동, 묵동자이아파트1단지)",02033,01,영업/정상,유료,02-949-5502
동양인력,2026-03-25,개인,194951.036382046,448648.970027886,2026-04-24 22:28:18,I,40,폐업,2026-04-21 17:16:48,2022-02-24,,서울특별시 마포구 용강동 43-1,2022313022314500001,3130000,"서울특별시 마포구 토정로35길 1, 5층 (용강동)",04166,03,폐업,유료,
주식회사 맨투맨네트워크,2026-04-21,법인,192731.851675156,450669.66966356,2026-04-24 22:28:18,I,40,폐업,2026-04-22 17:55:04,2024-07-09,,서울특별시 마포구 연남동 571-4 SPACE 1,2024313027814500007,3130000,"서울특별시 마포구 월드컵북로 40, SPACE 1 4층 (연남동)",03991,03,폐업,유료,02-335-0078
푸른인력,,개인,193281.778416286,457082.762884018,2026-04-24 22:57:22,I,20,영업중,2026-04-21 08:35:36,2010-01-26,,서울특별시 은평구 불광동 287-1,2010311013114500002,3110000,"서울특별시 은평구 통일로 804, 2층 (불광동)",03351,01,영업/정상,유료,02-352-8565
주식회사 핸즈간병인협회,,법인,185032.421148111,450836.071292455,2026-04-24 22:28:58,I,20,영업중,2026-04-22 17:53:04,2023-10-24,,서울특별시 강서구 마곡동 774-2 보타닉파크타워2 613호,2023315020114500017,3150000,"서울특별시 강서구 공항대로 213, 보타닉파크타워2 6층 613호 (마곡동)",07802,01,영업/정상,유료,
황소종합인력,,개인,185454.448080485,448673.884786703,2026-04-24 22:28:58,I,20,영업중,2026-04-21 14:39:44,2015-03-12,,서울특별시 강서구 화곡동 1072-2 동원빌딩,2023315020114500014,3150000,"서울특별시 강서구 화곡로 130, 동원빌딩 2층 201호 (화곡동)",07718,01,영업/정상,유료,
좋은인력,,개인,196190.873749224,450591.841668215,2026-04-24 03:03:03,U,20,영업중,2026-04-23 16:21:07,2026-01-02,,서울특별시 서대문구 북아현동 126-44 수창빌딩,2026312021914500001,3120000,"서울특별시 서대문구 신촌로 283, 수창빌딩 2층 (북아현동)",03758,01,영업/정상,유료,
주식회사 우리피플,,법인,189720.13564195,440711.695061423,2026-04-24 22:28:56,I,20,영업중,2026-04-21 12:40:30,2024-03-27,,서울특별시 금천구 가산동 569-21 대륭테크노타운2차,2024317024914500029,3170000,"서울특별시 금천구 가산디지털1로 33-33, 대륭테크노타운2차 1002호 (가산동)",08594,01,영업/정상,유료,
한국고용지원센터,2026-04-23,개인,189208.487613747,442298.784420302,2026-04-24 03:03:03,U,50,타시군구이관,2026-04-23 09:20:36,2025-03-19,,서울특별시 금천구 가산동 459-7,2025317024914500003,3170000,"서울특별시 금천구 가산디지털1로 205-27, 제오1512호 (가산동)",08503,05,제외/삭제/전출,유료,
제일직업소개소,,개인,190798.97214432,443380.184112311,2026-04-24 22:27:21,I,20,영업중,2026-04-22 14:38:05,2023-12-29,,서울특별시 영등포구 대림동 1050-30,2023318025614500041,3180000,"서울특별시 영등포구 도림로 128-1, 3층 (대림동)",07416,01,영업/정상,유료,
소망직업소개소,,개인,190787.446535871,443367.818909729,2026-04-24 22:27:21,I,20,영업중,2026-04-22 14:37:47,2024-03-22,,서울특별시 영등포구 대림동 1051-84,2024318025614500014,3180000,"서울특별시 영등포구 도림로 128, 3층 (대림동)",07416,01,영업/정상,유료,
(주)잡뉴스솔로몬서치,,법인,199881.540630449,441776.249151166,2026-04-24 03:03:03,U,20,영업중,2026-04-23 17:45:17,2001-03-09,,서울특별시 서초구 방배3동 1031번지 3호 미주빌딩 104호,2001321007311500015,3210000,"서울특별시 서초구 방배로 39 (방배동, 미주빌딩 104호)",,01,영업/정상,유료,070-7829-0229
(주)제니엘,,법인,202390.790258335,442880.527096083,2026-04-24 03:03:03,U,20,영업중,2026-04-23 17:42:15,1999-12-24,,서울특별시 서초구 서초동 1342-3 제니엘빌딩,1999321007311500008,3210000,"서울특별시 서초구 효령로 402, 제니엘빌딩 (서초동)",06727,01,영업/정상,유료,02-580-0153
두리인력파출부,2026-04-20,개인,191546.509628902,446519.577188055,2026-04-24 22:27:21,I,40,폐업,2026-04-22 13:03:53,2012-03-09,,서울특별시 영등포구 영등포동5가 27번지 6호 영림빌딩 303호,2012318019114500006,3180000,"서울특별시 영등포구 영중로 52-1, 303호 (영등포동5가, 영림빌딩)",07250,03,폐업,유료,02-3667-1953
부강인력,2026-04-23,개인,190932.076039993,439328.50476394,2026-04-24 03:03:03,U,50,타시군구이관,2026-04-23 09:22:10,2019-08-30,,서울특별시 금천구 시흥동 109-1 무지개아파트 207호,2021317023614500016,3170000,"서울특별시 금천구 시흥대로73길 11, 207호 (시흥동, 무지개아파트)",08613,05,제외/삭제/전출,유료,02-864-5904
