사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
(주)동아일보사,1028103525,5종,신문 발행업,,197993.004036028,451917.062537808,2026-04-24 23:08:53,I,11,영업,150,15,대기배출업소관리,2026-04-22 14:16:29,2020-12-10,,서울특별시 종로구 서린동 159-1 동아일보사,300000021202000005,3000000,,150,,"서울특별시 종로구 청계천로 1, 동아일보사 (서린동)",03187,,01,영업/정상,,,02-2020-0123,신문 발행업
대한관광개발(주),2018131518,4종,,,198662.073220851,451337.206272624,2026-04-24 03:03:03,U,11,영업,,3,대기배출업소관리,2026-04-23 09:53:47,2015-12-28,,서울특별시 중구 명동1가 6-3 로얄호텔,301000021201500164,3010000,,,,"서울특별시 중구 명동길 61, 로얄호텔 (명동1가)",04538,,01,영업/정상,,,02-2429-5714,
마포자동차써비스,1183100488,5종,도장 및 기타 피막처리업,,191441.678336779,451425.970055599,2026-04-24 22:23:31,I,11,영업,300,8,대기배출업소관리,2026-04-21 17:48:51,2018-11-13,,서울특별시 마포구 성산동 593-1 벽산상암스마트큐브,313000021201800003,3130000,,300,,"서울특별시 마포구 월드컵로34길 14, 벽산상암스마트큐브 1층 110호 (성산동)",03938,,01,영업/정상,,,02-375-2841,도장 및 기타 피막처리업
북서울중학교,2108301517,5종,중등 교육기관,2026-04-22,203720.104910959,464312.593764643,2026-04-24 03:03:03,U,4,폐쇄,,,대기배출업소관리,2026-04-23 12:48:28,2024-12-13,,서울특별시 도봉구 도봉동 585 북서울중학교,309000021202400011,3090000,,365,,"서울특별시 도봉구 도봉로169가길 33, 북서울중학교 (도봉동)",01305,,04,취소/말소/만료/정지/중지,,,,중등 교육기관
(주)대한항공,1108114794,4종,,,183340.570262895,449522.978960208,2026-04-24 22:22:38,I,11,영업,,,대기배출업소관리,2026-04-22 09:19:58,1997-07-28,,서울특별시 강서구 공항동 1370,315000021199700058,3150000,,365,,서울특별시 강서구 하늘길 260 (공항동),,,01,영업/정상,,,26563345,
당산서중학교,1078301133,5종,중학교,2026-04-20,190968.730874208,447761.537630533,2026-04-24 03:03:03,U,4,폐쇄,365,24,대기배출업소관리,2026-04-23 11:22:14,2024-12-10,,서울특별시 영등포구 당산동5가 5 당산서중학교,318000021202400009,3180000,,,,"서울특별시 영등포구 당산로41길 12, 당산서중학교 (당산동5가)",07213,,04,취소/말소/만료/정지/중지,,,02-2676-0961,중학교
삼성여객자동차(주),1068106131,5종,,,203988.350614408,440490.033216173,2026-04-24 03:03:03,U,11,영업,0,0,대기배출업소관리,2026-04-23 11:15:59,2004-04-07,,서울특별시 서초구 염곡동 300-1,321000021200400008,3210000,,0,,,,,01,영업/정상,,,,
에이치에스효성더클래스 주식회사 송파지점,2148742196,5종,,,,,2026-04-24 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-23 11:16:06,2015-12-08,,서울특별시 송파구 문정동 640-9,323000021201500015,3230000,,300,,서울특별시 송파구 정의로8길 6 (문정동),05836,,01,영업/정상,,,02-2152-3372,
주식회사 탑모터스,4418100704,5종,자동차 종합 수리업,,199251.289789489,416803.573722543,2026-04-24 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-23 10:00:51,2008-06-03,,경기도 수원시 권선구 고색동 186-26,376000021200800003,3740000,,300,,경기도 수원시 권선구 매송고색로 808-1 (고색동),,,01,영업/정상,,,031-298-8683,자동차 종합 수리업
학교법인 성결대학교,1238202971,4종,대학교,,,,2026-04-24 21:52:35,I,11,영업,200,20,대기배출업소관리,2026-04-22 15:34:41,2016-01-05,,경기도 안양시 만안구 안양동 400-10,383000021201500029,3830000,,,,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교)",14097,,01,영업/정상,,,031-467-8114,대학교
갑을코팅,1301581725,5종,도장및기타피막처리업,2026-04-22,181374.232646516,443990.871676351,2026-04-24 21:22:31,I,4,폐쇄,300,8,대기배출업소관리,2026-04-22 11:32:09,1996-09-23,,경기도 부천시 원미구 원미동 37-2,386000021199600002,3860000,도장업,300,,경기도 부천시 원미구 조마루로415번길 11 (원미동),,,04,취소/말소/만료/정지/중지,,,032-664-7704,도장및기타피막처리업
주식회사 티앤씨,1038801738,5종,그외 기타 전자부품 제조업,,180165.351524546,447324.945656596,2026-04-24 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-23 16:03:03,2017-12-20,,경기도 부천시 오정구 오정동 810-3 신한테크노밸리,386000021201700045,3860000,증착코팅 전자기기 부품,300,,"경기도 부천시 오정구 신흥로511번길 13-23, 신한테크노밸리 5층 일부 501호 (오정동)",14446,,01,영업/정상,,,032-675-6611,그외 기타 전자부품 제조업
(주)신라명과 안양2공장,6788503258,5종,빵류 제조업,,,,2026-04-24 21:52:35,I,11,영업,,,대기배출업소관리,2026-04-21 13:13:26,2024-03-07,,경기도 안양시 만안구 안양동 196-43 (주)진명테크,383000021202400001,3830000,,,,경기도 안양시 만안구 전파로24번길 35-37 (주)진명테크 (안양동),14086,,01,영업/정상,,,031-441-1533,빵류 제조업
(주)서연에스와이엔,1438129303,4종,"플라스틱  적층, 도포 및 기타 표면처리 제품 제조업",,191164.984309745,393960.402850902,2026-04-24 21:58:52,I,11,영업,300,8,대기배출업소관리,2026-04-21 15:59:59,2020-12-14,,경기도 평택시 청북읍 고잔리 588,391000021202000038,3910000,,300,,경기도 평택시 청북읍 청북서로 17,17800,,01,영업/정상,,,,"플라스틱  적층, 도포 및 기타 표면처리 제품 제조업"
대신기계,1340965158,5종,도금업,,178419.766065507,423165.844975194,2026-04-24 21:56:02,I,11,영업,,,대기배출업소관리,2026-04-21 11:11:34,2019-12-26,,경기도 안산시 단원구 성곡동 625-1,393000021201900064,3930000,,,,경기도 안산시 단원구 성곡로22번길 32 (성곡동),15424,,01,영업/정상,,,031-494-5842,도금업
(주)한국화학,6718701781,4종,그외 기타 전자부품 제조업,,181251.158367927,423707.701646045,2026-04-24 21:56:02,I,11,영업,,,대기배출업소관리,2026-04-22 06:42:53,2016-07-18,,경기도 안산시 단원구 원시동 725-9,393000021201600156,3930000,Lead Wire,300,,경기도 안산시 단원구 산단로 223 (원시동),,,01,영업/정상,,,031-671-1485,그외 기타 전자부품 제조업
(주)한국플렉스,1348660154,4종,,,180687.309275551,423012.81799772,2026-04-24 21:56:02,I,11,영업,,,대기배출업소관리,2026-04-22 15:18:29,2017-03-22,,경기도 안산시 단원구 원시동 732,393000021201700076,3930000,,300,,"경기도 안산시 단원구 범지기로 66 (원시동, (주)한국플렉스)",15430,,01,영업/정상,,,031-508-3312,
예림가구,1321472017,5종,,,226724.609127191,465115.265147666,2026-04-24 03:03:03,U,11,영업,0,0,대기배출업소관리,2026-04-23 16:53:43,2002-12-22,,경기도 남양주시 화도읍 가곡리 308-5,399000021200200106,3990000,,0,,경기도 남양주시 화도읍 가곡로72번길 14-11,12032,,01,영업/정상,,,031-594-7737,
주식회사 보은리사이클링,2198132823,4종,금속류 원료 재생업,,184401.726340084,467221.75782667,2026-04-24 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-23 17:45:00,2023-09-18,,경기도 고양시 일산동구 지영동 382-41,394000021202300006,3940000,,300,,"경기도 고양시 일산동구 지영로100번길 12-21, 가동 (지영동)",10256,,01,영업/정상,,,031-975-6986,금속류 원료 재생업
에이치에스효성더클래스 주식회사 하남지점,2148742196,5종,자동차 수리 및 세차업,,214586.07404134,447482.958244092,2026-04-24 21:52:39,I,11,영업,300,8,대기배출업소관리,2026-04-22 15:20:36,2022-09-01,,경기도 하남시 초이동 619,404000021202200002,4040000,,300,,경기도 하남시 감초로 188 (초이동),12988,,01,영업/정상,,,02-3433-1920,자동차 수리 및 세차업
대상(주),1098114886,4종,조미료 및 조미료 및 식품 첨가물 제조업,,203833.800168231,406608.188679813,2026-04-24 21:55:40,I,11,영업,300,8,대기배출업소관리,2026-04-21 16:59:27,2002-05-11,,경기도 오산시 궐동 415-1,400000021200200001,4000000,,300,,경기도 오산시 가장로 595-66 (궐동),,,01,영업/정상,,,02-2220-9493,조미료 및 조미료 및 식품 첨가물 제조업
(주)월드테크,1321652844,5종,,,228391.158307461,462700.480695456,2026-04-24 21:22:29,I,11,영업,300,8,대기배출업소관리,2026-04-22 11:12:44,2017-08-21,,,399000021201700015,3990000,열전사필름,300,,경기도 남양주시 수동면 소래비로 181-16,12034,,01,영업/정상,,,031-559-1688,
(주)삼일아트,1428169641,4종,그외 기타 플라스틱 제품 제조업,,226916.425616652,407429.783175333,2026-04-24 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-23 19:03:24,2003-07-21,,경기도 용인시 처인구 원삼면 고당리 263,405000021200300917,4050000,위생 욕조 세면시,300,,경기도 용인시 처인구 원삼면 농촌파크로 155,17168,,01,영업/정상,,,,그외 기타 플라스틱 제품 제조업
