침대수,건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,의자수,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
0,0,,0,샘내이용원,일반이용업,0,,,,,195040.083697536,416090.481089959,2026-04-24 21:42:37,I,01,영업,,2026-04-22 10:39:20,1998-11-20,.00,,경기도 화성시 효행구 매송면 천천리 173-7,N,,5750000-203-1998-00001,5530000,,,01,영업/정상,일반이용업,,0,0,0,0
0,0,,0,극동이발관,일반이용업,4,2026-04-22,,,,201158.179972946,459893.087695847,2026-04-24 22:12:36,I,02,폐업,0,2026-04-22 11:41:07,2025-06-02,23.96,142-883,서울특별시 강북구 수유동 359-2,N,0,3080000-203-2025-00002,3080000,"서울특별시 강북구 인수봉로68길 47, 1층 좌측호 (수유동)",01035,03,폐업,일반이용업,,,,,
0,0,,0,우림사우나 내 이발소,일반이용업,4,2026-04-22,,,,189538.020935968,441982.427934953,2026-04-24 03:03:03,U,02,폐업,0,2026-04-23 14:38:18,2025-06-27,9.90,153-776,서울특별시 금천구 가산동 371-28 우림라이온스밸리,N,0,3170000-203-2025-00001,3170000,"서울특별시 금천구 가산디지털1로 168, 우림라이온스밸리 B동 B304호 (가산동)",08507,03,폐업,일반이용업,,,,,
0,0,,0,알파이용원,일반이용업,3,2026-04-23,,,,205394.092661223,443559.8544451,2026-04-24 03:03:03,U,02,폐업,0,2026-04-23 16:22:39,2020-12-15,13.20,135-835,서울특별시 강남구 대치동 606-1 대치탑프라자,N,0,3220000-203-2020-00014,3220000,"서울특별시 강남구 남부순환로 2941, 대치탑프라자 지하1층 B101호 (대치동)",06280,03,폐업,일반이용업,,,,,
1,0,,0,더식스바버,일반이용업,3,,,,,,,2026-04-24 03:03:03,U,01,영업,0,2026-04-23 13:05:15,2024-06-24,33.00,138-888,서울특별시 송파구 문정동 642-3 문정역SKV1,N,0,3230000-203-2024-00005,3230000,"서울특별시 송파구 법원로 128, 문정역SKV1 1층 B121호 (문정동)",05854,01,영업/정상,일반이용업,,,,,
0,0,임대,0,신명이용원,일반이용업,4,2026-04-21,,,,207380.415858229,418468.344740308,2026-04-24 21:42:40,I,02,폐업,,2026-04-21 13:10:37,2000-05-17,27.74,443-817,경기도 수원시 영통구 영통동 1054-3 신명상가동 203호,N,,5610000-203-2000-00003,3740000,"경기도 수원시 영통구 봉영로1770번길 21, 신명상가동 203호 (영통동)",16713,03,폐업,일반이용업,031-204-9723,2,0,2,0
,9,,2,관양탕이발소,일반이용업,2,,,,,196187.857391558,433617.015972684,2026-04-24 21:42:38,I,01,영업,,2026-04-21 14:14:46,2002-10-30,"2,522.40",431-806,경기도 안양시 동안구 관양동 1403-4 비엔비빌딩,N,,3850000-203-2002-00041,3830000,"경기도 안양시 동안구 관평로 318, 비엔비빌딩 지하1층 일부호 (관양동)",13937,01,영업/정상,일반이용업,,9,,9,
0,0,,0,맨즈헤어시즈,일반이용업,2,,,,,189022.994577755,460747.027677344,2026-04-24 21:12:31,I,01,영업,0,2026-04-22 13:22:51,2024-04-22,55.68,412-040,경기도 고양시 덕양구 원흥동 630 삼송원흥역센트럴푸르지오 230호,N,0,3950000-203-2024-00003,3940000,"경기도 고양시 덕양구 원흥5로 25, 230호 (원흥동, 삼송원흥역센트럴푸르지오)",10564,01,영업/정상,일반이용업,,,,,
,2,,,지평이용원,일반이용업,3,2026-04-23,,,,256243.618132767,441644.862171996,2026-04-24 21:42:39,I,02,폐업,,2026-04-22 13:33:24,2005-01-14,46.69,476-874,경기도 양평군 지평면 지평리 514-5,N,,4170000-203-2005-00003,4170000,경기도 양평군 지평면 지평의병로 95-1,12541,03,폐업,일반이용업,031-775-3065,,,,
0,0,임대,1,로얄이용원,일반이용업,2,,,,,180948.368171416,483788.771221043,2026-04-24 21:42:35,I,01,영업,,2026-04-22 15:46:09,2007-10-25,12.00,413-904,경기도 파주시 문산읍 문산리 10-42 지하1층,N,,4060000-203-2007-00012,4060000,경기도 파주시 문산읍 문향로49번길 20 (지하1층),10823,01,영업/정상,일반이용업,,0,0,0,0
0,0,,0,섬,일반이용업,2,2026-04-21,,,,213436.768522693,420081.295194669,2026-04-24 21:42:39,I,02,폐업,,2026-04-21 10:34:34,2020-10-28,66.00,446-911,경기도 용인시 기흥구 동백동 620-13 101호,N,1,5630000-203-2020-00008,4050000,"경기도 용인시 기흥구 평촌2로2번길 7-18, 101호 (동백동)",17001,03,폐업,일반이용업,,1,0,0,0
