축산일련번호,축산업무구분명,사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,축산물가공업구분명,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,축산물판매업,농업회사법인 디에스푸드원 주식회사,축산물유통전문판매업,,226123.727543197,435400.003354037,2026-04-24 21:13:51,I,0000,정상,2026-04-22 14:26:05,,2025-05-02,101.1,,경기도 광주시 초월읍 지월리 414-5,축산물유통전문판매업,554000000920250035,5540000,L00,경기도 광주시 초월읍 경수길 139,12728,,01,영업/정상,,,
,축산물판매업,중앙닭집,식육판매업,2026-04-20,196268.658988244,430157.771412521,2026-04-24 21:44:00,I,0002,폐업,2026-04-21 09:14:07,,2006-12-18,17.1,,경기도 안양시 동안구 호계동 995-20 지상1층,식육판매업,383000000920060043,3830000,000,"경기도 안양시 동안구 흥안대로145번길 59 (호계동,지상1층)",,,03,폐업,,,031-452-0650
,축산물판매업,농협경제지주 주식회사(축산경제),축산물유통전문판매업,2026-04-23,197143.10408516,451569.761397214,2026-04-24 03:03:03,U,0002,폐업,2026-04-23 19:31:41,,2017-10-10,8268.25,,서울특별시 중구 충정로1가 75-1,축산물유통전문판매업,301000000920170030,3010000,L00,"서울특별시 중구 새문안로 16, 8층 (충정로1가, 농업협동조합중앙회건물)",04516,,03,폐업,,,02-2080-8498
,축산물판매업,주천닭집,식육판매업,,312445.718594948,419466.907889398,2026-04-24 21:13:52,I,0000,정상,2026-04-22 16:33:14,,2014-04-23,26,,강원특별자치도 영월군 주천면 주천리 1260-1,식육판매업,427000000920140001,4271000,000,강원특별자치도 영월군 주천면 주천로84번길 11,26203,,01,영업/정상,,,
,축산물판매업,서부식육점,식육판매업,,330200.386179375,410072.530693015,2026-04-24 21:13:52,I,0000,정상,2026-04-22 16:07:59,,1998-08-13,0,,강원특별자치도 영월군 영월읍 영흥리 947-39 3통,식육판매업,427000000919980007,4271000,000,,,,01,영업/정상,,,
,축산물판매업,매일유업흥원대리점,우유류판매업,2026-04-21,203564.588185435,461646.826739907,2026-04-24 22:14:24,I,0002,폐업,2026-04-21 09:03:42,,2005-02-15,36.6,,서울특별시 도봉구 창동 731-119,우유류판매업,309000000920050004,3090000,000,"서울특별시 도봉구 도봉로134길 18, 1-2호 (창동)",01401,,03,폐업,,,
,축산물판매업,김신 와규 정육점,식육판매업,,205253.050540243,457875.700839537,2026-04-24 22:14:37,I,0000,정상,2026-04-22 11:04:29,,2024-02-06,37.85,,서울특별시 노원구 월계동 379-45 1층 상가,식육판매업,310000000920240003,3100000,000,"서울특별시 노원구 광운로 66-1, 1층 (월계동)",01886,,01,영업/정상,,,
,축산물판매업,그린정육점,식육판매업,,329411.876521226,409511.346644465,2026-04-24 21:13:52,I,0000,정상,2026-04-22 16:16:58,,1998-12-29,48.14,,강원특별자치도 영월군 영월읍 하송리 373-7,식육판매업,427000000919980026,4271000,000,강원특별자치도 영월군 영월읍 하송로 128,26239,,01,영업/정상,,,
,축산물판매업,농협경제지주 주식회사(축산경제),식육판매업,2026-04-23,197143.10408516,451569.761397214,2026-04-24 03:03:03,U,0002,폐업,2026-04-23 19:29:54,,2017-03-27,8268.25,,서울특별시 중구 충정로1가 75-1,식육판매업,301000000920170006,3010000,L00,"서울특별시 중구 새문안로 16, 8층 (충정로1가, 농업협동조합중앙회건물)",04516,,03,폐업,,,02-2080-8498
,축산물판매업,롯데슈퍼 평택점,식육판매업,,208965.911608491,387798.75161755,2026-04-24 21:47:29,I,0000,정상,2026-04-21 13:38:30,,2023-04-26,21.18,,경기도 평택시 합정동 763-3,식육판매업,391000000920230015,3910000,L00,경기도 평택시 중앙로 168 (합정동),17905,,01,영업/정상,,,031-652-5601
,축산물판매업,하이마블 신세계 의정부점,식육판매업,,,,2026-04-24 21:44:43,I,0000,정상,2026-04-21 15:50:55,,2016-04-20,48.92,,,식육판매업,382000000920160008,3820000,L00,"경기도 의정부시 평화로 525 (의정부동, 신세계백화점 3층)",11696,,01,영업/정상,,,
,축산물판매업,GS글로벌,식육판매업,,203184.108901561,444431.873863292,2026-04-24 22:13:59,I,0000,정상,2026-04-22 10:27:34,,2024-12-18,2158.38,,서울특별시 강남구 역삼동 679 GS강남타워,식육판매업,322000000920240090,3220000,L00,"서울특별시 강남구 논현로 508, GS강남타워 10층 (역삼동)",06141,,01,영업/정상,,,02-2005-5149
,축산물판매업,주식회사 에프원에프앤비,축산물유통전문판매업,,194903.593460055,430365.263449643,2026-04-24 21:13:51,I,0000,정상,2026-04-22 17:12:25,,2023-02-21,57.25,,경기도 군포시 산본동 1026-30 에스에이타워 2층 209호,축산물유통전문판매업,402000000920230001,4020000,L00,"경기도 군포시 엘에스로 175, 에스에이타워 2층 209호 (산본동)",15808,,01,영업/정상,,,031-427-0951
,축산물판매업,하빈유통,식육판매업,,211249.204438511,440143.32662488,2026-04-24 21:45:27,I,0000,정상,2026-04-21 13:44:55,,2011-01-21,26.4,,경기도 성남시 수정구 복정동 659-15 B04호,식육판매업,378000000920110016,3780000,000,"경기도 성남시 수정구 복정로118번길 10, B04호 (복정동)",13112,,01,영업/정상,,,
