침대수,건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,의자수,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
2,0,,0,어바웃리즈,피부미용업,0,,,,,196784.059244886,432448.726631302,2026-04-24 21:42:27,I,01,영업,,2026-04-22 15:08:10,2023-05-30,56.00,431-815,경기도 안양시 동안구 관양동 1608-4 동아프라자아케이드,N,,3850000-212-2023-00015,3830000,"경기도 안양시 동안구 부림로 121, 동아프라자아케이드 지하1층 123호,124호 (관양동)",14066,01,영업/정상,피부미용업,,0,0,0,0
2,0,,0,스마일앤,피부미용업,4,2026-04-21,,,,212731.989988641,443337.388985282,2026-04-24 22:14:04,I,02,폐업,0,2026-04-21 15:07:24,2023-01-20,62.56,138-815,서울특별시 송파구 거여동 566-5,N,0,3230000-213-2023-00002,3230000,"서울특별시 송파구 양산로 38-11, 1동 201호 (거여동)",05773,03,폐업,종합미용업,,0,0,0,0
0,0,,0,더핏네일,네일아트업,4,,,,,206499.293774172,416711.981629041,2026-04-24 21:42:28,I,01,영업,0,2026-04-21 11:57:36,2025-11-21,11.83,443-814,경기도 수원시 영통구 영통동 998-5 센타프라자,N,0,5610000-215-2025-00020,3740000,"경기도 수원시 영통구 반달로7번길 6, 센타프라자 7층 702호 (영통동)",16704,01,영업/정상,네일미용업,,,,,
2,0,,0,플로,메이크업업,2,,,,,193262.250471771,451174.119567984,2026-04-24 22:13:22,I,01,영업,0,2026-04-22 10:49:00,2024-04-18,50.00,121-865,서울특별시 마포구 연남동 229-51,N,0,3130000-219-2024-00005,3130000,"서울특별시 마포구 동교로 255-1, 제4층 402호 (연남동)",03983,01,영업/정상,화장ㆍ분장 미용업,,0,0,0,0
0,0,,0,소라헤어,일반미용업,2,2026-04-23,,,,203597.7587591,451160.268443273,2026-04-24 03:03:03,U,02,폐업,0,2026-04-23 14:01:52,2015-10-12,16.75,133-050,서울특별시 성동구 마장동 821,N,0,3030000-211-2015-00027,3030000,"서울특별시 성동구 마조로 55, 118호 (마장동, 금호어울림아파트상가)",04759,03,폐업,일반미용업,,,,,
0,0,임대,0,라움헤어살롱,일반미용업,4,2026-04-21,,,,190578.306098262,447590.331832155,2026-04-24 22:12:26,I,02,폐업,0,2026-04-21 14:47:29,2022-01-17,31.45,150-103,서울특별시 영등포구 양평동3가 105 삼익플라주아파트 201동 104호,N,0,3180000-211-2022-00001,3180000,"서울특별시 영등포구 선유로40길 7, 201동 104호 (양평동3가, 삼익플라주아파트)",07218,03,폐업,일반미용업,,1,,,
,4,임대,1,손끝차이,일반미용업,4,,,,,191452.682138185,437691.032616402,2026-04-24 03:03:03,U,01,영업,,2026-04-23 14:48:47,2003-08-14,63.60,153-861,서울특별시 금천구 시흥동 954-20,N,,3170000-204-2003-00062,3170000,"서울특별시 금천구 시흥대로20길 21, 1층 (시흥동)",08652,01,영업/정상,미용업,02-809-7739,1,,1,
0,0,,0,헤어로그시흥장현점,일반미용업,3,,,,,182008.03824165,430256.664934113,2026-04-24 03:03:03,U,01,영업,0,2026-04-23 10:44:24,2025-08-13,53.29,429-420,경기도 시흥시 장현동 608 시흥능곡역 모아미래도 에듀포레 근린생활시설1동 6호,N,0,4010000-211-2025-00036,4010000,"경기도 시흥시 장현순환로 81, 근린생활시설1동 6호 (장현동, 시흥능곡역 모아미래도 에듀포레)",14996,01,영업/정상,일반미용업,,,,,
0,0,,0,루미나헤어,일반미용업,3,,,,,177925.172169511,462673.381313058,2026-04-24 21:12:21,I,01,영업,0,2026-04-22 11:18:43,2023-05-08,33.89,411-766,경기도 고양시 일산서구 대화동 2603 킨텍스 꿈에그린 판매시설 1층 149호,N,0,4100100-211-2023-00010,3940000,"경기도 고양시 일산서구 킨텍스로 240, 판매시설동 1층 149호 (대화동, 킨텍스 꿈에그린)",10391,01,영업/정상,일반미용업,,1,,1,
0,0,,0,모후네일,네일아트업,2,,,,,212535.174289263,440923.652163132,2026-04-24 21:42:34,I,01,영업,,2026-04-22 17:26:21,2025-11-20,41.30,461-210,경기도 성남시 수정구 창곡동 529 위례 아트리버 푸르지오 2단지 상가동 2층 204호,N,,3790000-215-2025-00009,3780000,"경기도 성남시 수정구 위례순환로 130, 2단지 상가동 2층 204호 (창곡동, 위례 아트리버 푸르지오)",13640,01,영업/정상,네일미용업,,0,0,0,0
