사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
하계중학교,2178300407,5종,중학교,,206250.465778677,459836.125060967,2026-03-27 03:03:03,U,5,제외사항,365,24,대기배출업소관리,2026-03-26 09:56:45,2024-12-06,,서울특별시 노원구 하계동 231-4 하계중학교,310000021202400002,3100000,,365,,"서울특별시 노원구 노원로 261-8, 하계중학교 (하계동)",01791,,05,제외/삭제/전출,,,02-3399-0200,중학교
서울계상초등학교,2178300412,5종,초등학교,,205924.480742452,462293.057707713,2026-03-27 03:03:03,U,5,제외사항,,,대기배출업소관리,2026-03-26 10:29:52,2024-12-20,,서울특별시 노원구 상계동 447-1,310000021202400008,3100000,,,,서울특별시 노원구 한글비석로41가길 24 (상계동),,,05,제외/삭제/전출,,,02-939-0871,초등학교
서울계상초등학교,,5종,초등학교,,205924.480742452,462293.057707713,2026-03-27 03:03:03,U,5,제외사항,,,대기배출업소관리,2026-03-26 10:30:12,2024-12-20,,서울특별시 노원구 상계동 447-1,310000021202400009,3100000,,,,서울특별시 노원구 한글비석로41가길 24 (상계동),,,05,제외/삭제/전출,,,02-939-0871,초등학교
서울연지초등학교,2178301672,5종,초등학교,,205222.103645168,459016.145714023,2026-03-27 03:03:03,U,5,제외사항,,,대기배출업소관리,2026-03-26 10:30:37,2024-12-23,,서울특별시 노원구 월계동 320-8 서울연지초등학교,310000021202400012,3100000,,,,"서울특별시 노원구 월계로55길 48, 서울연지초등학교 (월계동)",01864,,05,제외/삭제/전출,,,02-979-8092,초등학교
온곡중학교,2178300955,5종,중학교,,205639.270955877,461977.020093458,2026-03-27 03:03:03,U,5,제외사항,,,대기배출업소관리,2026-03-26 09:57:29,2024-12-27,,서울특별시 노원구 상계동 687 온곡중학교,310000021202400016,3100000,,,,"서울특별시 노원구 노원로 492, 온곡중학교 (상계동)",01678,,05,제외/삭제/전출,,,02-934-8909,중학교
서울태릉초등학교,2178300770,5종,초등학교,,207436.24318028,457802.644975281,2026-03-27 03:03:03,U,5,제외사항,,,대기배출업소관리,2026-03-26 09:57:53,2024-12-27,,서울특별시 노원구 공릉동 250-5 태릉초등학교,310000021202400018,3100000,,,,서울특별시 노원구 노원로1길 36 (공릉동),01823,,05,제외/삭제/전출,,,02-979-5157,초등학교
서울번동초등학교,2108302175,5종,초등학교,2026-03-26,203524.134017455,458515.867758874,2026-03-27 03:03:03,U,4,폐쇄,365,24,대기배출업소관리,2026-03-26 17:36:06,2024-12-13,,서울특별시 강북구 번동 236 번동초등학교,308000021202400002,3080000,,,,"서울특별시 강북구 오현로 204, 번동초등학교 (번동)",01224,,04,취소/말소/만료/정지/중지,,,02-987-1864,초등학교
서울미양초등학교,2168300175,5종,초등학교,2026-03-25,201141.182383365,457623.348118519,2026-03-27 03:03:03,U,4,폐쇄,365,24,대기배출업소관리,2026-03-26 09:48:08,2025-01-02,,서울특별시 강북구 미아동 837-687 미양초등학교,308000021202400017,3080000,,,,"서울특별시 강북구 솔샘로 195, 미양초등학교 (미아동)",01187,,04,취소/말소/만료/정지/중지,,,02-980-6149,초등학교
(주)제이엠포,3648602677,5종,택시 운송업,2026-03-25,211947.912610211,441969.456994265,2026-03-27 03:03:03,U,4,폐쇄,300,4,대기배출업소관리,2026-03-26 17:08:10,2009-02-05,,서울특별시 송파구 장지동 863-4 삼광교통(주)사옥,323000021200900002,3230000,,300,,"서울특별시 송파구 충민로6길 67, 삼광교통(주)사옥 (장지동)",05791,,04,취소/말소/만료/정지/중지,,,,택시 운송업
쌍용레미콘(주)부천사업소,1308552956,4종,레미콘 제조업,,179436.463100817,447354.588914596,2026-03-27 03:03:03,U,11,영업,300,10,대기배출업소관리,2026-03-26 17:00:19,2003-10-29,,경기도 부천시 오정구 삼정동 60-9,386000021198400035,3860000,레미콘제조,300,,경기도 부천시 오정구 석천로 465 (삼정동),,,01,영업/정상,,,032-677-4254,레미콘 제조업
동우금속,1343279266,5종,도금업,,180187.839392616,423049.79763319,2026-03-27 03:03:03,U,11,영업,,,대기배출업소관리,2026-03-26 11:44:32,2017-06-12,,경기도 안산시 단원구 목내동 395-1,393000021201700151,3930000,,,,"경기도 안산시 단원구 목내로122번길 18 (목내동, (주)덕성)",15598,,01,영업/정상,,,031-433-4915,도금업
