건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,주식회사 알파빌리,,203460.548503558,445961.331469189,,비디오물제작업,2026-03-27 22:08:34,I,13,영업중,"광고, 홍보, 영상물",72.7,,2026-03-26 17:01:38,,2026-03-26,,서울특별시 강남구 논현동 ***-* 세련빌딩,CDFF1241072026000061,3220000,,"서울특별시 강남구 학동로**길 **, 세련빌딩 ***호 (논현동)",06099,01,영업/정상,,,,02-512-4401,,
,주식회사 메타코드에이치,,201994.544587721,446082.798130736,,비디오물제작업,2026-03-27 22:08:34,I,13,영업중,동영상,149.61,,2026-03-26 17:08:22,,2026-03-26,,서울특별시 강남구 논현동 *-**,CDFF1241072026000062,3220000,,"서울특별시 강남구 논현로***길 **, *층 ***호 (논현동)",06039,01,영업/정상,,,,02-515-8809,,
,주식회사 페이지그룹,,205071.118531263,415862.763564008,,비디오물제작업,2026-03-27 21:38:32,I,13,영업중,동영상제작,3.96,,2026-03-26 13:24:05,,2026-03-26,,경기도 수원시 영통구 영통동 **** 현대프라자 ***호,CDFF1241072026000007,3740000,,"경기도 수원시 영통구 영통로***번길 **, 현대프라자 ***호 (영통동)",16690,01,영업/정상,,,,,,
,주식회사 케이디앤아이,,197281.306783112,432471.390077496,,비디오물제작업,2026-03-27 21:38:32,I,13,영업중,사진 및 영상,39.66,,2026-03-26 15:07:50,,2023-06-05,,경기도 안양시 동안구 관양동 *** 하이필드지식산업센터 에이동 ****호,CDFF1241072026000003,3830000,,"경기도 안양시 동안구 벌말로 **, 하이필드지식산업센터 에이동 ****호 (관양동)",14058,01,영업/정상,,,,,,
,메이즈필름,,182925.104926057,442994.584936684,,비디오물제작업,2026-03-27 21:08:30,I,13,영업중,동영상 촬영 및 제작,84.99,,2026-03-26 17:57:21,,2026-03-26,,경기도 부천시 원미구 역곡동 *** 부천 동부센트레빌,CDFF1241072026000010,3860000,,"경기도 부천시 원미구 역곡로**번길 **, ***동 ****호 (역곡동, 부천 동부센트레빌)",14664,01,영업/정상,,,,,,
,주식회사 새시대콘텐츠그룹,,174208.551166427,428594.934528168,,비디오물제작업,2026-03-27 21:38:33,I,13,영업중,"영상콘텐츠 기획, 촬영, 편집 및 홍보영상 제작, 디지털 콘텐츠 제작 서비스",38.02,,2026-03-26 10:49:26,,2026-03-26,,경기도 시흥시 배곧동 ***-* 배곧 시그니처타워 ***호,CDFF1241072026000004,4010000,,"경기도 시흥시 서울대학로 **-**, 배곧 시그니처타워 ***호 (배곧동)",15012,01,영업/정상,,,,,,
,주식회사 디케이컴퍼니,,217450.153134551,488164.336867289,,비디오물제작업,2026-03-27 21:38:33,I,13,영업중,비디오물,210.76,,2026-03-26 11:46:52,,2026-03-26,,경기도 포천시 신읍동 ***-* 포천감리교회,CDFF1241072026000001,5600000,,"경기도 포천시 중앙로***번길 **-*, 포천감리교회 *층 (신읍동)",11147,01,영업/정상,,,,,,
,주식회사 브로즈(지점),,198193.534402364,451650.955791238,,비디오물제작업,2026-03-27 22:38:41,I,13,영업중,"비디오물, VR,AR영상, SW, 비디오영상물 촬영 및 제작",89.75,,2026-03-26 09:01:05,,2024-01-23,,서울특별시 중구 다동 *** 센터플레이스(Center Place),CDFF1241072026000009,3010000,,"서울특별시 중구 남대문로*길 **, 센터플레이스(Center Place) ****호 (다동)",04522,01,영업/정상,,,,,,
,주식회사 몬스테라하우스,,191625.203420484,451149.834367058,,비디오물제작업,2026-03-27 22:10:15,I,13,영업중,"예능프로그램, 뉴미디어콘텐츠(유튜브), 홍보영상물, OTT오리지널콘텐츠",152.04,,2026-03-26 10:41:42,,2026-03-26,,서울특별시 마포구 성산동 ***-* 중보빌딩,CDFF1241072026000030,3130000,,"서울특별시 마포구 월드컵로**길 **, 중보빌딩 *층 (성산동)",03965,01,영업/정상,,,,02-6401-0708,,
,플롯(PLOT),,196783.322689334,443112.572931922,,비디오물제작업,2026-03-27 22:08:32,I,13,영업중,영상,84.13,,2026-03-26 17:40:10,,2026-03-26,,서울특별시 동작구 사당동 ***-*,CDFF1241072026000008,3190000,,"서울특별시 동작구 사당로*아길 *, *층 (사당동)",07029,01,영업/정상,,,,,,
,주식회사 밀크티,,202285.070946447,446361.461576367,,비디오물제작업,2026-03-27 22:08:34,I,13,영업중,"영상광고, 유튜브, SNS제작물",544.39,,2026-03-26 11:13:35,,2026-03-26,,서울특별시 강남구 신사동 ***-** 신사힐,CDFF1241072026000060,3220000,,"서울특별시 강남구 도산대로 ***, 신사힐 지하*층 (신사동)",06037,01,영업/정상,,,,,,
