영업장주변구분명,건물소유구분명,사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,,씨유 매산중앙점,편의점,,201125.399969293,418742.093502802,2026-03-27 03:03:03,U,01,영업,3.3,,,,,,,,,2026-03-26 14:11:35,2022-01-06,3.30,442-130,경기도 수원시 팔달구 교동 142-19,N,,3770000-104-2022-00002,,3740000,"경기도 수원시 팔달구 매산로116번길 14, 1층 (교동)",16464,01,영업/정상,편의점,,,,상수도전용
,,GS25 파주금촌점,편의점,,179450.781493828,472245.903272757,2026-03-27 03:03:03,U,01,영업,3.3,,,,,,,,,2026-03-26 10:49:56,2021-05-03,3.30,413-826,경기도 파주시 금촌동 987-3 훼미리프라자 1층102호 일부,N,,4060000-104-2021-00113,,4060000,"경기도 파주시 금빛로 42, 훼미리프라자 1층 102호 일부 (금촌동)",10915,01,영업/정상,편의점,,,,상수도전용
,,하남(만)휴게소 우동,일반조리판매,,218233.988129334,447647.769481135,2026-03-27 03:03:03,U,01,영업,93.05,,,,,,,,,2026-03-26 11:13:19,2010-08-09,93.05,465-816,경기도 하남시 천현동 267,N,,4040000-104-2010-00032,,4040000,경기도 하남시 중부고속도로 117 (천현동),13018,01,영업/정상,일반조리판매,031-791-4200,,,상수도전용
,,십원빵카페,커피숍,2026-01-12,204646.204600528,489115.563218735,2026-03-27 03:03:03,U,02,폐업,26.86,,,,,,,,,2026-03-26 14:11:31,2021-04-22,26.86,483-030,경기도 동두천시 생연동 658-4 미래빌딩,N,,3920000-104-2021-00025,,3920000,"경기도 동두천시 중앙로 259, 미래빌딩 103호 (생연동)",11328,03,폐업,커피숍,,,,
,,하남(만)휴게소(10원빵),고속도로,,218233.988129334,447647.769481135,2026-03-27 03:03:03,U,01,영업,6.22,,,,,,,,,2026-03-26 11:14:11,2023-03-13,6.22,465-816,경기도 하남시 천현동 267,N,,4040000-104-2023-00060,,4040000,경기도 하남시 중부고속도로 117 (천현동),13018,01,영업/정상,고속도로,031-796-6709,,,
,,컴포즈커피 고양화정역점,커피숍,,185151.002255208,459295.682912674,2026-03-27 03:03:03,U,01,영업,45,,,,,,,,,2026-03-26 11:25:45,2021-10-07,45.00,412-827,경기도 고양시 덕양구 화정동 967-1 한솔타워 지상1층 06호,N,,3950000-104-2021-00278,,3940000,"경기도 고양시 덕양구 화중로104번길 26, 한솔타워 지상1층 06호 (화정동)",10497,01,영업/정상,커피숍,,,,
,,에그존앤홍안동찜닭속초조양점,기타 휴게음식점,,339001.921869761,521841.540721674,2026-03-27 03:03:03,U,01,영업,46.44,,,,,,,,,2026-03-26 15:10:32,2021-10-08,46.44,,강원특별자치도 속초시 조양동 1508-9,N,,4231000-104-2021-00080,,4231000,"강원특별자치도 속초시 선사로4길 44, 101호 (조양동)",24873,01,영업/정상,기타 휴게음식점,,,,
,,방배김밥 잠실새내점,기타 휴게음식점,,207553.918225133,445383.338011122,2026-03-27 03:03:03,U,01,영업,36.85,,,,,,,,,2026-03-26 18:01:08,2025-06-30,36.85,138-915,서울특별시 송파구 잠실동 35-2 트리지움,N,,3230000-104-2025-00235,,3230000,"서울특별시 송파구 석촌호수로 61, 트리지움상가 지하1층 B107호 (잠실동)",05555,01,영업/정상,기타 휴게음식점,,,,
,,안성맞춤(제천)휴게소 마성떡볶이,고속도로,,224574.567228521,385282.092253061,2026-03-27 03:03:03,U,01,영업,36,,,,,,,,,2026-03-26 15:06:05,2013-12-26,36.00,456-853,경기도 안성시 서운면 신능리 51-11 가동 1층호,N,,4080000-104-2013-00046,,4080000,"경기도 안성시 서운면 평택제천고속도로 40, 가동 1층",17606,01,영업/정상,고속도로,031-674-4406,,,상수도전용
,,처갓집양념치킨,푸드트럭,,207354.33273231,421493.904430902,2026-03-27 03:03:03,U,01,영업,0,,,,,,,,,2026-03-26 11:43:06,2024-09-10,.00,443-280,경기도 수원시 영통구 하동 1001 광교 더 포레스트,N,,5610000-104-2024-00206,,3740000,"경기도 수원시 영통구 광교마을로 156 (하동, 광교 더 포레스트)",16510,01,영업/정상,푸드트럭,,,,
학교정화(상대),,찹쌀붕어빵,기타 휴게음식점,2026-03-26,199342.106641585,421577.44662149,2026-03-27 03:03:03,U,02,폐업,24,,,,,,,,,2026-03-26 10:52:54,2024-12-30,24.00,440-841,경기도 수원시 장안구 정자동 877-2 한빛프라자,N,,3750000-104-2024-00207,,3740000,"경기도 수원시 장안구 대평로90번길 8, 한빛프라자 1층 104호 (정자동)",16334,03,폐업,기타 휴게음식점,,,,상수도전용
,,카페 알루(cafe Alu),기타 휴게음식점,,203998.097738176,471518.720232693,2026-03-27 03:03:03,U,01,영업,42.47,,,,,,,,,2026-03-26 10:24:13,2022-04-25,42.47,480-805,경기도 의정부시 의정부동 227-18 가동,N,,3820000-104-2022-00103,,3820000,"경기도 의정부시 평화로 606-3, 지상1층 (의정부동)",11690,01,영업/정상,기타 휴게음식점,,,,상수도전용
,,맛의 정원 송파직영점,커피숍,2026-03-26,211447.42,445137.485,2026-03-27 03:03:03,U,02,폐업,105.76,,,,,,,,,2026-03-26 15:08:30,2025-03-12,105.76,138-855,서울특별시 송파구 오금동 22-3 티제이빌딩,N,,3230000-104-2025-00083,,3230000,"서울특별시 송파구 위례성대로22길 24, 티제이빌딩 1층 (오금동)",05656,03,폐업,커피숍,,,,
,,헝그리베어,푸드트럭,,205130.591678902,445590.096837802,2026-03-27 03:03:03,U,01,영업,9.41,,,,,,,,,2026-03-26 09:08:03,2017-08-08,9.41,135-090,서울특별시 강남구 삼성동 159,N,,3220000-104-2017-00534,,3220000,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스 동측광장)",06164,01,영업/정상,푸드트럭,,,,
