사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,판매방식명,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
벙콥,의류/패션/잡화/뷰티,2026-04-21,177727.044913534,463330.733285234,2026-04-22 03:03:03,U,03,폐업처리,2026-04-21 10:19:00,,2022-12-13,,경기도 고양시 일산서구 대화동 ****-*,2022410012530201735,"인터넷, 기타",3940000,"경기도 고양시 일산서구 일산로***번길 **-*, *층 (대화동)",10383,,03,폐업,,,
제이아이플레이스,종합몰,2026-04-21,164657.31370963,465551.919828301,2026-04-22 03:03:03,U,03,폐업처리,2026-04-21 11:56:06,,2024-05-01,,경기도 김포시 통진읍 서암리 ***-*,2024409046530203229,인터넷,4090000,"경기도 김포시 통진읍 서암로**번길 **-**, *층 ***-A**호",10018,,03,폐업,,,
스카이유통,종합몰,,179849.580666893,461692.59774274,2026-04-22 03:03:03,U,01,정상영업,2026-04-21 10:27:27,,2022-03-24,,경기도 고양시 일산동구 장항동 ***-* 파크프라자,2022410012530200414,인터넷,3940000,"경기도 고양시 일산동구 정발산로 **-**, 파크프라자 ***호 (장항동)",10402,,01,영업/정상,,,
이쁜건다,건강/식품 의류/패션/잡화/뷰티,,228618.208908598,460991.514937896,2026-04-22 03:03:03,U,01,정상영업,2026-04-21 09:49:09,,2025-05-15,,경기도 남양주시 화도읍 월산리 ***-*,2025399032030200382,인터넷,3990000,"경기도 남양주시 화도읍 경춘로****번길 **, 가동",12190,,01,영업/정상,,,
미스터추추 ㈜,종합몰,,236495.344363863,431815.459645534,2026-04-22 03:03:03,U,01,정상영업,2026-04-21 16:23:55,,2022-04-15,,경기도 광주시 곤지암읍 건업리 ***-**,2023554032230202001,"TV홈쇼핑, 인터넷, 카다로그, 신문잡지, 기타",5540000,경기도 광주시 곤지암읍 광여로***번길 **-**,12720,,01,영업/정상,,,
드림 써드 플레이스,종합몰,2026-04-21,226692.832413501,461648.557982724,2026-04-22 03:03:03,U,03,폐업처리,2026-04-21 18:41:39,,2025-03-14,,"경기도 남양주시 화도읍 마석우리 ***-* , *층 ***호 ******(별나라프라자)",2025399032030200229,인터넷,3990000,"경기도 남양주시 화도읍 마석중앙로**번길 **, *층 ***호 ******(별나라프라자)",12175,,03,폐업,,,
곰자언니의 달콤한 주방,건강/식품,2026-04-21,177220.354937987,443464.469239667,2026-04-22 03:03:03,U,03,폐업처리,2026-04-21 16:52:27,,2020-12-03,,경기도 부천시 원미구 상동 ***-**,2020386055530204593,인터넷,3860000,"경기도 부천시 원미구 상이로**번길 *-**, *층 (상동)",14593,,03,폐업,,,
초록자연,종합몰,2026-04-20,212602.991777873,461591.55298432,2026-04-22 03:03:03,U,03,폐업처리,2026-04-21 10:25:04,,2024-11-15,,"경기도 남양주시 퇴계원읍 퇴계원리 **-* , *층 ***-***호(염광빌딩)",2024399032530200608,인터넷,3990000,"경기도 남양주시 퇴계원읍 퇴계원로 ***, *층 ***-***호(염광빌딩)",12120,,03,폐업,,,
월드와이드 커낼(WORLDWIDE CANAL),교육/도서/완구/오락 컴퓨터/사무용품 가구/수납용품 건강/식품 의류/패션/잡화/뷰티 자동차/자동차용품,2026-04-21,166808.189992443,460158.456504123,2026-04-22 03:03:03,U,05,타시군구이관,2026-04-21 13:01:44,,2022-12-24,,경기도 김포시 구래동 ****-*,2022409039930204035,"인터넷, 기타",4090000,"경기도 김포시 김포한강*로 ***, *층 ***호 A*** (구래동)",10071,,05,제외/삭제/전출,,,
율룸,의류/패션/잡화/뷰티,2026-04-21,185838.800339468,457094.97362976,2026-04-22 03:03:03,U,03,폐업처리,2026-04-21 14:55:38,,2018-10-12,,경기도 고양시 덕양구 행신동 ***번지 소만마을*단지아파트,2018395005230201056,인터넷,3940000,"경기도 고양시 덕양구 화신로 **, ***동 ****호 (행신동, 소만마을*단지아파트)",10529,,03,폐업,,,
아인스아인,건강/식품,,179034.054421019,465266.187123042,2026-04-22 03:03:03,U,01,정상영업,2026-04-21 09:53:58,,2022-08-18,,경기도 고양시 일산서구 탄현동 ****-* 무광프라자,2022396012830201681,인터넷,3940000,"경기도 고양시 일산서구 산현로 **, *층 ***-B***호 (탄현동)",10343,,01,영업/정상,,,
