사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,판매방식명,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
주식회사 보니카,종합몰,,258480.157372113,468054.697428201,2026-05-20 03:03:03,U,01,정상영업,2026-05-19 08:56:18,,2025-02-03,,강원특별자치도 춘천시 남산면 산수리 ***,2025418108130200072,인터넷,4181000,강원특별자치도 춘천시 남산면 산수길 ***-**,24467,,01,영업/정상,,,070-8691-4561
선데이즈(SUNDAYS),종합몰,2026-05-19,218920.080897384,418425.915010283,2026-05-20 03:03:03,U,03,폐업처리,2026-05-19 09:29:00,,2024-09-26,,경기도 용인시 처인구 포곡읍 둔전리 ***-** 대두빌딩,2024562002730202614,인터넷,4050000,"경기도 용인시 처인구 포곡읍 포곡로 **, *층 ***호 Y***(대두빌딩)",17027,,03,폐업,,,
디지아이(DGI),기타,2026-05-19,203816.560646558,443801.150238448,2026-05-20 03:03:03,U,03,폐업처리,2026-05-19 08:01:44,,2020-01-08,,서울특별시 강남구 역삼동 ***번지 **호,2020322023630200206,인터넷,3220000,"서울특별시 강남구 언주로**길 **, ***호 (역삼동)",06226,,03,폐업,,,
코네(CONE),의류/패션/잡화/뷰티,,206634.354322264,458078.053769467,2026-05-20 03:03:03,U,01,정상영업,2026-05-19 09:39:38,,2018-07-27,,서울특별시 노원구 공릉동 ***-*,2018310018430200750,인터넷,3100000,"서울특별시 노원구 동일로***길 **-*, *층 (공릉동)",01843,,01,영업/정상,,,
케이티커머스 주식회사,기타,,208679.63646503,442947.075681679,2026-05-20 03:03:03,U,01,정상영업,2026-05-19 11:37:19,,2004-03-31,,서울특별시 강남구 수서동 ***번지 케이티수서지점 *층,2004322008330205168,기타,3220000,"서울특별시 강남구 광평로**길 ** (수서동,케이티수서지점 *층)",,,01,영업/정상,,,02-767-0803
주식회사 스스디,가구/수납용품,,219761.9264013,422433.344817294,2026-05-20 03:03:03,U,01,정상영업,2026-05-19 09:22:05,,2016-08-26,,경기도 용인시 처인구 포곡읍 유운리 ***-*,2016562002730200335,"TV홈쇼핑, 인터넷",4050000,"경기도 용인시 처인구 포곡읍 곡현로***번길 *-*, ***호",17022,,01,영업/정상,,,070-4235-8898
럭키푸드,의류/패션/잡화/뷰티 레져/여행/공연 기타,2026-05-19,211740.587015459,454704.4116651,2026-05-20 03:03:03,U,03,폐업처리,2026-05-19 16:21:49,,2025-05-08,,경기도 구리시 교문동 ***-**,2025398012930200428,"TV홈쇼핑, 인터넷, 카다로그, 신문잡지",3980000,"경기도 구리시 안골로**번길 **-**, *층 ***호 (교문동)",11935,,03,폐업,,,
복사꽃마을협동조합,레져/여행/공연,,356289.090341001,487871.058136189,2026-05-20 03:03:03,U,01,정상영업,2026-05-19 17:13:17,,2017-06-02,,강원특별자치도 강릉시 주문진읍 장덕리 ***-** 복사꽃정보마을센타,2017420025230200134,인터넷,4201000,"강원특별자치도 강릉시 주문진읍 신리천로 ***-*, 복사꽃정보마을센타 *층",25402,,01,영업/정상,,,033-661-5207
"안녕,건강?",건강/식품,,212104.229814481,448629.857612911,2026-05-20 03:03:03,U,07,직권말소,2026-05-19 15:43:16,,2024-01-15,,서울특별시 강동구 길동 ***-* 오륜빌라,2024324028930200147,인터넷,3240000,"서울특별시 강동구 천중로**길 **, ***호 (길동, 오륜빌라)",05341,,04,취소/말소/만료/정지/중지,,,
나인앤식스(9&6),종합몰,,212078.433460426,449699.773982349,2026-05-20 03:03:03,U,07,직권말소,2026-05-19 10:56:47,,2024-01-16,,서울특별시 강동구 천호동 ***-*** 하늘채,2024324028930200170,인터넷,3240000,"서울특별시 강동구 구천면로**길 *, ***호 (천호동, 하늘채)",05309,,04,취소/말소/만료/정지/중지,,,
503스튜디오,의류/패션/잡화/뷰티,2026-05-18,193423.639003821,428399.077237086,2026-05-20 03:03:03,U,03,폐업처리,2026-05-19 10:21:19,,2024-01-17,,경기도 군포시 산본동 ****-** 을지아파트,2024402025630200084,인터넷,4020000,"경기도 군포시 산본천로 **, ***동 ****호 (산본동, 을지아파트)",15866,,03,폐업,,,
주식회사 엔데버(Endeavor Inc.),기타,2026-05-19,206481.062740469,449832.323358171,2026-05-20 03:03:03,U,05,타시군구이관,2026-05-19 11:20:48,,2024-06-27,,서울특별시 광진구 군자동 ** 세종대학교,2024304019030201190,기타,3040000,"서울특별시 광진구 능동로 ***, 세종대학교 학생회관동 *층 ***에이호 (군자동)",05006,,05,제외/삭제/전출,,,
리본미디어,종합몰 교육/도서/완구/오락 컴퓨터/사무용품 가구/수납용품 건강/식품 의류/패션/잡화/뷰티,2026-05-20,209856.1161416,456761.921129526,2026-05-20 03:03:03,U,03,폐업처리,2026-05-19 13:54:03,,2022-08-05,,서울특별시 중랑구 신내동 ***-* 신내 SK V* center **층 b동 ****호,2022306017630201208,인터넷,3060000,"서울특별시 중랑구 신내역로 ***, 신내 SK V* center b동 **층 ****호 (신내동)",02262,,03,폐업,,,
자바(ZABA),교육/도서/완구/오락 가전 컴퓨터/사무용품 가구/수납용품 건강/식품 의류/패션/잡화/뷰티 자동차/자동차용품,2026-05-19,211108.961741651,444263.057029239,2026-05-20 03:03:03,U,05,타시군구이관,2026-05-19 14:04:58,,2024-11-13,,서울특별시 송파구 가락동 **-* 대명빌딩 *층 ***-J***호,2024323029130203705,인터넷,3230000,"서울특별시 송파구 중대로 ***, 대명빌딩 *층 ***-J***호 (가락동)",05702,,05,제외/삭제/전출,,,
슈미너스토어,종합몰,2026-05-19,210834.481518748,388429.162312348,2026-05-20 03:03:03,U,03,폐업처리,2026-05-19 09:32:38,,2024-12-17,,경기도 평택시 용이동 *** 비전 지웰 푸르지오,2024391041830201635,인터넷,3910000,"경기도 평택시 용죽*로 **, ****동 ****호 (용이동, 비전 지웰 푸르지오)",17870,,03,폐업,,,
남부,종합몰,,212631.80093407,449475.1682321,2026-05-20 03:03:03,U,07,직권말소,2026-05-19 17:09:38,,2024-01-05,,서울특별시 강동구 명일동 ***-* 수목빌딩,2024324028930200023,인터넷,3240000,"서울특별시 강동구 양재대로 ****, 수목빌딩 자유석 *층 ***호 (명일동)",05295,,04,취소/말소/만료/정지/중지,,,
컬러웍스(colorworks),기타,,209653.568871765,425664.42459431,2026-05-20 03:03:03,U,01,정상영업,2026-05-19 14:04:19,,2012-03-06,,경기도 용인시 수지구 죽전동 ***-*,2012564001830200160,인터넷,4050000,"경기도 용인시 수지구 용구대로****번길 *, *층 ***~***호 (죽전동)",16866,,01,영업/정상,,,031-889-5585
