사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
해솔약국,,187826.698183821,443925.52468616,2026-05-03 22:39:06,I,0002,폐업,2023-04-11 13:23:40,,2019-01-23,0,,서울특별시 구로구 고척동 73-3 일이삼전자타운 2동 120호,316000001120210001,3160000,000,"서울특별시 구로구 경인로 393-7, 일이삼전자타운 2동 120호 (고척동)",08227,,03,폐업,,,
해솔약국,,187826.698183821,443925.52468616,2026-05-03 22:39:06,I,0002,폐업,2023-04-12 10:07:39,,2021-01-14,,,서울특별시 구로구 고척동 73-3 일이삼전자타운 2동 120호,316000001120210002,3160000,000,"서울특별시 구로구 경인로 393-7, 일이삼전자타운 2동 1층 120호 (고척동)",08227,,03,폐업,,,02-2625-0026
영광약국,,190473.426092623,443772.6325524,2026-05-03 22:39:06,I,0002,폐업,2023-06-07 15:35:18,,2021-07-13,0,,서울특별시 구로구 구로동 74-30 신구로현대아파트 상가동 103호,316000001120210009,3160000,000,"서울특별시 구로구 구로중앙로18길 68, 상가동 1층 3호 (구로동, 신구로현대아파트)",08303,,03,폐업,,,
연세희망약국,,192648.808096041,456904.390235007,2026-05-03 22:32:30,I,0000,정상,2026-03-18 09:01:30,,2026-03-18,,,서울특별시 은평구 갈현동 462-54,311000001120260009,3110000,000,서울특별시 은평구 연서로 175 (갈현동),03334,,01,영업/정상,,,
대조약국,,192656.302129643,456562.163418874,2026-05-03 22:32:30,I,0000,정상,2026-04-28 10:23:57,,2026-04-28,,,서울특별시 은평구 대조동 224-24 1층,311000001120260012,3110000,000,"서울특별시 은평구 서오릉로 140, 1층 (대조동)",03394,,01,영업/정상,,,
더채움허준약국,,192567.347062151,453851.127070876,2026-05-03 22:32:29,I,0000,정상,2026-03-13 09:39:09,,2026-03-13,0,,서울특별시 은평구 응암동 603-63 새로나빌딩 1층,311000001120260007,3110000,000,"서울특별시 은평구 응암로 168-1, 새로나빌딩 1층 (응암동)",03478,,01,영업/정상,,,02-302-1550
신일약국,,193299.735991454,455390.583613134,2026-05-03 22:32:30,I,0000,정상,2026-03-13 10:01:36,,2026-03-13,,,서울특별시 은평구 응암동 98-1 그레이스 힐 101호,311000001120260008,3110000,000,"서울특별시 은평구 은평로 156, 1층 101호 (응암동, 그레이스 힐)",03462,,01,영업/정상,,,
무악재약국,,,,2026-05-03 22:39:34,I,0000,정상,2026-04-22 09:52:03,,2026-04-22,,,서울특별시 서대문구 홍제동 478 서대문푸르지오센트럴파크아파트,312000001120260005,3120000,000,"서울특별시 서대문구 통일로 339, 상가121동 B216호 (홍제동, 서대문푸르지오센트럴파크아파트)",03731,,01,영업/정상,,,
새서울약국,,195036.294848865,453980.142682639,2026-05-03 22:39:34,I,0000,정상,2026-04-29 09:26:34,,2026-04-29,,,서울특별시 서대문구 홍제동 173-29,312000001120260006,3120000,000,"서울특별시 서대문구 통일로 441, 1, 3층 (홍제동)",03639,,01,영업/정상,,,
이웃사랑 힐스약국,,189727.2146132,444999.461907513,2026-05-03 22:39:11,I,0000,정상,2026-04-09 14:40:45,,2026-04-09,,,서울특별시 구로구 신도림동 433-24 힐스테이트 신도림역 센트럴,316000001120260006,3160000,000,"서울특별시 구로구 경인로 625, 힐스테이트 신도림역 센트럴 1층 111호 (신도림동)",08210,,01,영업/정상,,,
정다운온누리약국,,192533.245686036,457523.059641315,2026-05-03 22:32:30,I,0000,정상,2026-04-23 10:52:32,,2026-04-23,,,서울특별시 은평구 갈현동 451-1 1층,311000001120260011,3110000,000,"서울특별시 은평구 갈현로 260, 1층 (갈현동)",03331,,01,영업/정상,,,
파인약국,2026-01-26,,,2026-05-03 22:39:20,I,0002,폐업,2026-01-30 14:34:13,,2021-01-22,,,서울특별시 서대문구 창천동 72-81,312000001120210001,3120000,000,"서울특별시 서대문구 신촌로 65, 1층 (창천동)",03787,,03,폐업,,,02-336-3301
조아약국,,192636.569369815,454410.118103455,2026-05-03 22:32:30,I,0000,정상,2026-04-13 15:03:12,,2026-04-13,,,서울특별시 은평구 응암동 578-49,311000001120260010,3110000,000,서울특별시 은평구 응암로 223 (응암동),03457,,01,영업/정상,,,02-373-7525
서대문약국,2025-12-31,196646.316262816,451906.882016285,2026-05-03 22:39:30,I,0002,폐업,2026-01-27 14:58:52,,2024-03-05,,,서울특별시 서대문구 옥천동 1 1층,312000001120240006,3120000,000,"서울특별시 서대문구 통일로 177, 1층 (옥천동)",03734,,03,폐업,,,
휴베이스봄약국,2026-01-16,195159.736828081,454042.706281264,2026-05-03 22:39:31,I,0002,폐업,2026-01-16 16:46:12,,2025-01-17,,,서울특별시 서대문구 홍제동 213-2,312000001120250001,3120000,000,"서울특별시 서대문구 세무서2길 6, 1층 (홍제동)",03630,,03,폐업,,,
연신우리약국,2026-01-28,193011.196493563,457309.253718808,2026-05-03 22:32:25,I,0002,폐업,2026-01-28 16:50:12,,2017-11-24,,,서울특별시 은평구 대조동 185-6,311000001120170016,3110000,000,서울특별시 은평구 통일로 839 (대조동),03385,,03,폐업,,,02-382-6229
365구생약국,2026-01-28,193630.612534041,456543.824996823,2026-05-03 22:32:25,I,0002,폐업,2026-01-28 16:48:28,,2018-03-05,0,,서울특별시 은평구 대조동 6-9,311000001120180002,3110000,000,"서울특별시 은평구 통일로 739, 1층 101,102호 (대조동)",03396,,03,폐업,,,02-353-1144
녹십자 약국,,189698.200253411,443171.051890472,2026-05-03 22:39:11,I,0000,정상,2026-03-03 10:18:25,,2026-03-03,,,서울특별시 구로구 구로동 730-76,316000001120260005,3160000,000,서울특별시 구로구 구로동로28길 2 (구로동),08311,,01,영업/정상,,,
응암프라자약국,2026-01-28,192616.943321121,454075.147224783,2026-05-03 22:32:27,I,0002,폐업,2026-01-28 16:47:45,,2022-02-23,,,서울특별시 은평구 응암동 601-69,311000001120220003,3110000,000,서울특별시 은평구 응암로 192(응암동),03478,,03,폐업,,,02-303-3693
명음약국,2024-03-02,196030.361275336,450665.925027885,2026-05-03 22:39:18,I,0002,폐업,2024-03-05 10:46:13,,2020-04-17,,,서울특별시 서대문구 북아현동 1015 e편한세상신촌 4단지,312000001120200005,3120000,000,"서울특별시 서대문구 신촌로35길 10, 117호 (북아현동, e편한세상신촌 4단지)",03772,,03,폐업,,,02-313-2208
파크약국,,192922.795142276,452984.652487654,2026-05-03 22:39:30,I,0000,정상,2024-02-14 16:05:44,,2024-02-14,,,서울특별시 서대문구 남가좌동 388 DMC센트럴아이파크,312000001120240003,3120000,000,"서울특별시 서대문구 증가로 150, 상가동 B205호 (남가좌동, DMC센트럴아이파크)",03670,,01,영업/정상,,,02-372-3585
대학약국,,194335.903289873,450756.501704157,2026-05-03 22:39:30,I,0000,정상,2024-05-03 17:23:15,,2024-05-03,,,서울특별시 서대문구 창천동 52-3,312000001120240011,3120000,000,서울특별시 서대문구 연세로11길 4 (창천동),03788,,01,영업/정상,,,02-323-0111
태평양리드팜약국,,192652.478015271,454524.979325756,2026-05-03 22:32:29,I,0000,정상,2025-10-22 17:56:10,,2025-10-22,,,서울특별시 은평구 응암동 578-16 대성빌딩,311000001120250012,3110000,000,"서울특별시 은평구 응암로 235, 대성빌딩 (응암동)",03457,,01,영업/정상,,,02-307-7003
휴베이스봄약국,,187496.6615847,444277.066462678,2026-05-03 22:39:11,I,0000,정상,2026-01-22 11:18:35,,2026-01-22,,,서울특별시 구로구 고척동 350 고척아이파크,316000001120260004,3160000,000,"서울특별시 구로구 중앙로5길 59, RD상가동 1층 109호 (고척동, 고척아이파크)",08225,,01,영업/정상,,,
플러스약국,,190005.132500398,445250.538868558,2026-05-03 22:39:10,I,0000,정상,2025-10-27 18:39:13,,2025-10-22,0,,서울특별시 구로구 신도림동 337 신도림1차푸르지오,316000001120250008,3160000,000,"서울특별시 구로구 경인로 661, 신도림1차푸르지오상가 178호 (신도림동)",08208,,01,영업/정상,,,
정다운온누리약국,,192533.245686036,457523.059641315,2026-05-03 22:32:25,I,0000,정상,2017-11-08 14:17:55,,2017-11-08,,,서울특별시 은평구 갈현동 451-1,311000001120170013,3110000,000,서울특별시 은평구 갈현로 260 (갈현동),03331,,01,영업/정상,,,02-388-1226
녹번온누리약국,,194228.02282041,455582.763189018,2026-05-03 22:32:25,I,0000,정상,2018-10-26 09:33:43,,2018-10-26,,,서울특별시 은평구 녹번동 38-29 유림빌딩 101호,311000001120180015,3110000,000,"서울특별시 은평구 통일로 626, 유림빌딩 101호 (녹번동)",03372,,01,영업/정상,,,
튼튼약국,,192028.41586192,452265.952165442,2026-05-03 22:39:34,I,0000,정상,2026-04-02 10:29:24,,2026-04-02,,,서울특별시 서대문구 북가좌동 481 DMC 래미안 e편한세상 103동,312000001120260004,3120000,000,"서울특별시 서대문구 수색로 100, 103동 1층 (북가좌동, DMC 래미안 e편한세상)",03709,,01,영업/정상,,,02-304-1179
튼튼약국,,192028.41586192,452265.952165442,2026-05-03 22:39:33,I,0000,정상,2026-03-09 16:54:58,,2026-03-09,,,서울특별시 서대문구 북가좌동 481 DMC 래미안 e편한세상,312000001120260003,3120000,000,"서울특별시 서대문구 수색로 100, 103동 1층 (북가좌동, DMC 래미안 e편한세상)",03709,,01,영업/정상,,,
