건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,한실수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,양실수
0,,0,아더포레,여관업,,,,,194145.910119791,450308.589069852,2026-05-03 22:32:26,I,01,영업,,42,2024-11-12 16:03:11,1966-11-22,.00,121-807,서울특별시 마포구 노고산동 54-90,N,,3130000-201-1966-00029,3130000,서울특별시 마포구 신촌로16길 16 (노고산동),04057,01,영업/정상,여관업,02-322-6009,0,0,0,0,0
0,,0,신도여관,여인숙업,,,,,195747.454473835,450506.098536664,2026-05-03 22:32:21,I,01,영업,,5,2023-10-27 08:28:40,1966-09-13,.00,121-859,서울특별시 마포구 아현동 346-27,N,,3130000-201-1966-00080,3130000,서울특별시 마포구 신촌로30길 3-12 (아현동),04115,01,영업/정상,여인숙업,02-313-6584,0,0,0,0,0
3,,0,쉼’스테이,여관업,,,,,196132.264207886,449580.978639028,2026-05-03 22:32:26,I,01,영업,,11,2024-05-30 11:31:21,1968-09-25,71.40,121-801,서울특별시 마포구 공덕동 105-228 3층,N,,3130000-201-1968-00011,3130000,"서울특별시 마포구 마포대로14길 21, 3층 (공덕동)",04207,01,영업/정상,여관업,02-711-9239,3,0,3,0,0
0,,0,일육육삼,여인숙업,,,,,194359.499233474,449920.023766153,2026-05-03 22:32:23,I,01,영업,,10,2023-10-27 11:18:48,1968-12-31,.00,121-854,서울특별시 마포구 신수동 81-15,N,,3130000-201-1968-00106,3130000,서울특별시 마포구 서강로16길 63 (신수동),04109,01,영업/정상,여인숙업,02-715-9006,0,0,0,0,0
0,,0,혜성,여인숙업,,,,,195258.139337564,450472.26234619,2026-05-03 22:32:21,I,01,영업,,16,2023-10-27 11:19:42,1968-08-21,.00,121-870,서울특별시 마포구 염리동 8-64,N,,3130000-201-1968-00108,3130000,서울특별시 마포구 신촌로 190-4 (염리동),04113,01,영업/정상,여인숙업,02-717-3670,0,0,0,0,0
0,,0,동경모텔,여관업,,,,,192947.827885766,450128.040762411,2026-05-03 22:32:23,I,01,영업,,15,2023-10-27 11:20:30,1969-12-03,136.00,121-838,서울특별시 마포구 서교동 355-7,N,,3130000-201-1969-00041,3130000,서울특별시 마포구 홍익로5안길 34 (서교동),04039,01,영업/정상,여관업,02-334-2459,0,0,0,0,0
0,,0,마포레지던스,여관업,,,,,195206.306035862,448350.940035676,2026-05-03 22:32:24,I,01,영업,,13,2023-10-27 11:21:22,1970-10-10,129.32,121-812,서울특별시 마포구 도화동 78-2,N,,3130000-201-1970-00022,3130000,서울특별시 마포구 마포대로4라길 21 (도화동),04173,01,영업/정상,여관업,02-3275-3203,0,0,0,0,0
0,,0,호성여관,여관업,,,,,195280.139411113,450464.070599256,2026-05-03 22:32:25,I,01,영업,,10,2023-10-27 11:26:43,1970-06-23,89.88,121-870,서울특별시 마포구 염리동 8-55,N,,3130000-201-1970-00025,3130000,서울특별시 마포구 대흥로30길 23 (염리동),04113,01,영업/정상,여관업,02-718-0880,0,0,0,0,0
3,,0,나루호스텔,여인숙업,,,,,195942.959432834,449464.869763408,2026-05-03 22:32:23,I,01,영업,,9,2023-10-27 19:11:35,1970-08-13,135.11,121-803,서울특별시 마포구 공덕동 242-45,N,,3130000-201-1970-00091,3130000,서울특별시 마포구 마포대로12길 31 (공덕동),04211,01,영업/정상,여인숙업,02-716-4100,1,0,3,0,0
0,,0,록수,여관업,,,,,195933.125156914,449431.945466531,2026-05-03 22:32:22,I,01,영업,,13,2026-04-15 10:12:02,1971-09-10,69.96,121-803,서울특별시 마포구 공덕동 242-46,N,,3130000-201-1971-00014,3130000,서울특별시 마포구 마포대로12길 37 (공덕동),04211,01,영업/정상,여관업,02-712-0011,0,0,0,0,0
