사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,DTL_TASK_SE_NM,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
COZY,2025-12-18,201252.508004421,450817.329698139,2026-05-03 22:33:06,I,0002,폐업,,2025-12-18 18:08:38,,2018-09-12,0,,서울특별시 중구 신당동 ***-**,301000004920180006,3010000,000,"서울특별시 중구 청구로 **, *층 (신당동)",04589,,03,폐업,,,02-2253-6686
엠펫,2025-01-19,197828.692365032,449638.917481712,2026-05-03 22:33:10,I,0002,폐업,,2025-12-18 16:08:44,,2021-02-08,0,,서울특별시 용산구 후암동 ***-**,302000004920210002,3020000,000,서울특별시 용산구 후암로**길 ** (후암동),04332,,03,폐업,,,
페츠베리머치 카페,2025-04-30,197601.685379703,449037.788561661,2026-05-03 22:33:10,I,0002,폐업,,2026-01-09 13:49:14,,2023-03-16,0,,서울특별시 용산구 남영동 **-*,302000004920230002,3020000,L00,"서울특별시 용산구 한강대로**길 **, *, *층 (남영동)",04352,,03,폐업,,,070-4010-2561
도그핏애견샵,2022-06-01,205441.340720444,451248.504781763,2026-05-03 22:03:55,I,0002,폐업,,2025-12-29 10:17:47,,2020-06-01,0,,서울특별시 동대문구 장안동 ***-*,305000004920200011,3050000,000,"서울특별시 동대문구 한천로*길 **-*, *층 (장안동)",02634,,03,폐업,,,
강(Kang)아지,2025-12-23,201195.913672271,460179.648063447,2026-05-03 22:43:55,I,0002,폐업,,2025-12-23 12:52:26,,2024-09-11,0,,서울특별시 강북구 수유동 ***-**,308000004920240004,3080000,000,"서울특별시 강북구 삼양로***길 **, *층 (수유동)",01030,,03,폐업,,,
멍멍샵 플러스,,199489.545994127,447671.440527924,2026-05-03 22:33:10,I,0000,정상,,2023-01-13 17:25:13,,2023-01-13,0,,서울특별시 용산구 이태원동 **-*,302000004920230001,3020000,000,"서울특별시 용산구 보광로 **, *호 (이태원동)",04392,,01,영업/정상,,,02-795-0765
플러피캣(fluffy cat),,,,2026-05-03 22:33:10,I,0000,정상,,2023-10-26 09:14:54,,2023-10-26,0,,서울특별시 용산구 이태원동 ***-**,302000004920230004,3020000,000,"서울특별시 용산구 이태원로 ***, *층 (이태원동)",04351,,01,영업/정상,,,
아이뽀라,,195995.273388436,448181.239847058,2026-05-03 22:33:10,I,0000,정상,,2023-12-19 10:35:08,,2023-12-19,0,,서울특별시 용산구 신창동 **-**,302000004920230005,3020000,000,"서울특별시 용산구 효창원로 **-*, *층 (신창동)",04363,,01,영업/정상,,,
멍키즈,,200580.674245336,447632.608371695,2026-05-03 22:33:11,I,0000,정상,,2024-10-24 18:30:19,,2024-10-24,0,,서울특별시 용산구 한남동 ***-*,302000004920240001,3020000,000,"서울특별시 용산구 독서당로 **, ***동 ***호 (한남동)",04410,,01,영업/정상,,,
우리단비랑,,198543.213408389,449086.877142888,2026-05-03 22:33:11,I,0000,정상,,2025-05-08 16:26:28,,2025-05-08,0,,서울특별시 용산구 용산동*가 *-****,302000004920250001,3020000,000,"서울특별시 용산구 소월로**길 **, *층 (용산동*가)",04337,,01,영업/정상,,,
호텔독스,,197308.277067723,448484.960682783,2026-05-03 22:33:11,I,0000,정상,,2025-11-25 09:30:54,,2025-11-25,0,,서울특별시 용산구 문배동 *-* 이안용산프리미어,302000004920250002,3020000,L00,"서울특별시 용산구 청파로 ***, ***~***호 (문배동, 이안용산프리미어)",04315,,01,영업/정상,,,02-1811-7161
coco puppy,,203160.494747285,457237.260770848,2026-05-03 22:43:49,I,0000,정상,,2022-04-28 18:10:42,,2019-07-18,0,,서울특별시 강북구 미아동 * 꿈의숲 롯데캐슬 ***동 *호,308000004920190012,3080000,000,"서울특별시 강북구 오현로 **, ***동 *층 *호 (미아동, 꿈의숲 롯데캐슬)",01232,,01,영업/정상,,,
피치 앤 마리,,201308.648345858,460497.774653157,2026-05-03 22:43:49,I,0000,정상,,2022-04-28 18:10:42,,2019-08-05,0,,서울특별시 강북구 수유동 ***-** 장미빌라 ***호,308000004920190013,3080000,000,"서울특별시 강북구 삼양로***길 *, ***호 (수유동, 장미빌라)",01037,,01,영업/정상,,,
멍멍이발소,,201519.842226579,458670.791773799,2026-05-03 22:43:50,I,0000,정상,,2022-04-28 18:10:43,,2020-02-10,0,,서울특별시 강북구 수유동 **-**,308000004920200002,3080000,000,서울특별시 강북구 삼양로 *** (수유동),01116,,01,영업/정상,,,
이브캣,,202718.854131156,456533.819495897,2026-05-03 22:43:50,I,0000,정상,,2022-04-28 18:10:43,,2020-05-20,0,,서울특별시 강북구 미아동 **-**,308000004920200004,3080000,000,"서울특별시 강북구 도봉로*길 **, ***호호 (미아동)",01221,,01,영업/정상,,,
테리네 미장원,,200880.479051084,460449.127565766,2026-05-03 22:43:50,I,0000,정상,,2022-04-28 18:10:44,,2020-09-28,0,,서울특별시 강북구 수유동 ***-**,308000004920200009,3080000,000,"서울특별시 강북구 인수봉로 ***, *층 (수유동)",01026,,01,영업/정상,,,
도기살롱,,202095.863506731,458042.100827161,2026-05-03 22:43:50,I,0000,정상,,2022-04-28 18:10:44,,2020-10-13,0,,서울특별시 강북구 미아동 ***-**,308000004920200011,3080000,000,서울특별시 강북구 도봉로**길 ** (미아동),01169,,01,영업/정상,,,
차케네 애견샵,,201387.203165152,459100.595625421,2026-05-03 22:43:51,I,0000,정상,,2022-04-28 18:10:44,,2021-01-04,0,,서울특별시 강북구 수유동 ***-***,308000004920210001,3080000,000,"서울특별시 강북구 덕릉로 **, *층 (수유동)",01094,,01,영업/정상,,,02-998-4562
왈왈미용실,,201678.388399185,459236.700517134,2026-05-03 22:43:51,I,0000,정상,,2024-04-22 10:46:01,,2021-01-06,0,,서울특별시 강북구 수유동 **-** ***호,308000004920210003,3080000,000,"서울특별시 강북구 수유로 **, ***호 (수유동)",01081,,01,영업/정상,,,
픽 앤 펫 애견 미용실,,203013.570269414,456989.113174913,2026-05-03 22:43:51,I,0000,정상,,2022-04-28 18:10:44,,2021-02-22,0,,서울특별시 강북구 미아동 **-**,308000004920210004,3080000,000,서울특별시 강북구 오패산로**길 ** (미아동),01233,,01,영업/정상,,,
하이펫스(hi pet`s),,202776.322937747,459601.212038162,2026-05-03 22:43:51,I,0000,정상,,2026-01-06 17:08:28,,2021-04-29,0,,서울특별시 강북구 번동 ***-***,308000004920210006,3080000,000,"서울특별시 강북구 도봉로**길 **, *층 (번동)",01060,,01,영업/정상,,,
