사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
삼화프라콘(주),1138157875,5종,기타 화학제품 제조업,,190352.250761392,442296.055076671,2026-05-03 22:39:55,I,11,영업,0,0,대기배출업소관리,2021-07-20 13:59:29,1986-04-19,,서울특별시 구로구 구로동 237-10,316000021200400041,3160000,,0,,서울특별시 구로구 디지털로27길 33 (구로동),,,01,영업/정상,,,02-850-0888,기타 화학제품 제조업
삼우특수고무공업사,1131365861,5종,,,189360.012650101,445545.214663625,2026-05-03 22:39:55,I,11,영업,0,0,대기배출업소관리,2021-05-24 16:31:30,2004-06-08,,서울특별시 구로구 신도림동 276-47,316000021200400042,3160000,,0,,서울특별시 구로구 신도림로11라길 71 (신도림동),,,01,영업/정상,,,02-2633-9860,
대광특수,,,"금속 열처리, 도금 및 기타 처리업",,,,2026-05-03 22:39:55,I,11,영업,0,0,대기배출업소관리,2004-06-15 13:28:50,2004-06-14,152-070,서울특별시 구로구 신도림동 270-3,316000021200400044,3160000,,0,,,,,01,영업/정상,,,,"금속 열처리, 도금 및 기타 처리업"
서울도금,1131072546,5종,,,189014.323911286,445164.480530876,2026-05-03 22:39:55,I,11,영업,0,0,대기배출업소관리,2021-01-19 16:05:50,2004-06-14,,서울특별시 구로구 신도림동 286-3,316000021200400047,3160000,,0,,서울특별시 구로구 구로중앙로42길 42 (신도림동),,,01,영업/정상,,,02-2633-2836,
합동산업,1131386304,5종,도금업,,189014.323911286,445164.480530876,2026-05-03 22:39:55,I,11,영업,0,0,대기배출업소관리,2021-04-28 09:40:08,2004-06-14,,서울특별시 구로구 신도림동 286-3,316000021200400049,3160000,,0,,서울특별시 구로구 구로중앙로42길 42 (신도림동),,,01,영업/정상,,,02-2634-2420,도금업
동광금속,,,"금속 열처리, 도금 및 기타 처리업",,,,2026-05-03 22:39:56,I,11,영업,0,0,대기배출업소관리,2004-06-15 14:37:35,2004-06-14,152-070,서울특별시 구로구 신도림동 270-3,316000021200400050,3160000,,0,,,,,01,영업/정상,,,,"금속 열처리, 도금 및 기타 처리업"
직암특수금속,1131377111,5종,도금업,,189014.323911286,445164.480530876,2026-05-03 22:40:03,I,11,영업,0,0,대기배출업소관리,2025-03-26 14:00:23,1988-03-20,,서울특별시 구로구 신도림동 286-3,316000021200400051,3160000,,0,,서울특별시 구로구 구로중앙로42길 42 (신도림동),,,01,영업/정상,,,02-2679-4600,도금업
대동자동차공업사,,,자동차 수리업,,,,2026-05-03 22:39:56,I,11,영업,0,0,대기배출업소관리,2004-06-16 11:14:00,2004-06-15,152-081,서울특별시 구로구 고척동 50-8,316000021200400052,3160000,,0,,,,,01,영업/정상,,,,자동차 수리업
명성산업,1130578852,5종,,,190967.257864999,442305.216740774,2026-05-03 22:39:56,I,11,영업,0,0,대기배출업소관리,2009-07-08 10:30:14,2004-06-15,,서울특별시 구로구 구로동 1128-3,316000021200400053,3160000,,0,,,,,01,영업/정상,,,,
대진기계공업,,,인쇄 및 제책용 기계 제조업,,,,2026-05-03 22:39:56,I,11,영업,0,0,대기배출업소관리,2004-06-16 11:25:50,2004-06-15,152-120,서울특별시 구로구 온수동 100-57,316000021200400054,3160000,,0,,,,,01,영업/정상,,,,인쇄 및 제책용 기계 제조업
